,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
177,394,60,Co1 Fe1 Mo0.8 Ni1 V1,FCC+Sec.,CAST,,8.3,,606.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,394,Co1 Fe1 Mo0.8 Ni1 V1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,,,0.010251910744255513,0.6194212583815638,0.3703268308741806,,,Co1 Fe1 Mo0.8 Ni1 V1,1265.25,1657.72,8034.718137932312,0.0,82.87701179909139,24143.09592470794,-81359.34009553539,,0.2083333333333333,0.2083333333333333,0.2083333333333333,,,,,0.16666666666666669,,,,0.2083333333333333,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.317741456323446,210.66666666666663,72.9541666666667,2043.083333333333,1.0788984375000008,128.00375,0.036124629391380364,61.66666666666667,182.08333333333331,2.952702702702702,7.666666666666668,1.6058065097995469,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
178,395,60,Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,FCC+Sec.,CAST,,8.4,,602.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,395,Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,SS+IM,FCC_L12#1,SIGMA#1,,,,0.5957867027094805,0.4042132972905195,,,,Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,1273.85,1669.57,8160.43375499842,0.0,82.32767440228467,23939.95318677037,-80863.17632733799,,0.1922899353647276,0.1922899353647276,0.2308402585410896,,,,,0.1922899353647276,,,,0.1922899353647276,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.413944626980914,214.80632502308399,72.10617266851341,2063.7382271468146,1.1598811183539115,128.18966759002768,0.03722592746685685,60.61680517082179,183.8457987072946,3.0329179868388985,7.692520775623269,1.6065714560705449,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
179,396,60,Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Sec.,CAST,,8.5,,538.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,396,Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,SS+IM,FCC_L12#1,SIGMA#1,,,,0.6181111186994864,0.3818888813005135,,,,Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,1285.66,1630.45,8180.739220113151,0.0,82.27645052729002,23862.056150827837,-80875.86537041237,,0.18516597510373445,0.18516597510373445,0.25933609958506226,,,,,0.18516597510373445,,,,0.18516597510373445,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.432227484174346,214.25778008298755,69.95345435684648,2051.2997925311206,1.1512200085871465,128.0563070539419,0.036951323956121315,61.18672199170125,183.7033195020747,3.0023396175233965,7.778008298755188,1.5991395407345883,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
180,397,60,Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Sec.,CAST,,8.5,,520.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,397,Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,SS+IM,FCC_L12#1,SIGMA#1,,,,0.6394204458177457,0.3605795541822544,,,,Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,1303.18,1593.76,8198.526083796918,0.0,82.23482831078206,23845.252830454694,-80839.68360917088,,0.17857142857142858,0.17857142857142858,0.2857142857142857,,,,,0.17857142857142858,,,,0.17857142857142858,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.449151659504986,213.75,67.96071428571429,2039.7857142857144,1.1408494897959192,127.93285714285715,0.03666782351189556,61.71428571428571,183.57142857142856,2.9745370370370376,7.857142857142858,1.5884798465280363,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
181,398,60,Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,FCC+Sec.,CAST,,8.5,,510.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,398,Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,SS+IM,FCC_L12#1,SIGMA#1,,,,0.6598282049519196,0.3401717950480804,,,,Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,1316.86,1559.13,8214.18425858014,0.0,82.20340251962638,23876.682997959007,-80768.24840952536,,0.17245657568238215,0.17245657568238215,0.31017369727047145,,,,,0.17245657568238215,,,,0.17245657568238215,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.464844754080683,213.27915632754346,66.11292803970224,2029.1091811414394,1.1292119365306117,127.8183870967742,0.03637904677673473,62.20347394540944,183.44913151364761,2.949178235200255,7.930521091811414,1.5755418860721044,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
182,399,60,Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,FCC+Sec.,CAST,,8.5,,382.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,399,Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,SS+IM,FCC_L12#1,SIGMA#1,,,,0.6798002793164482,0.3201997206835518,,,,Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,1327.87,1525.65,8228.301033435877,0.0,82.18145242452375,23947.625664902553,-80669.36327151617,,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.479703916094389,212.83333333333331,64.36333333333333,2019.0,1.1164000000000007,127.70999999999998,0.03608197654407922,62.66666666666666,183.3333333333333,2.9255319148936167,7.999999999999999,1.5607104090414063,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
183,400,60,Co1 Fe1 Mo1 Ni1 V1,FCC+Sec.,CAST,,8.4,,625.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,400,Co1 Fe1 Mo1 Ni1 V1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,,,0.03627563975925663,0.5409415412702703,0.4227828189704731,,,Co1 Fe1 Mo1 Ni1 V1,1269.46,1711.58,8142.704872524484,0.0,82.45021500925874,24171.674887154208,-80787.44881963215,,0.2,0.2,0.2,,,,,0.2,,,,0.2,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.394157597644067,215.4,74.436,2077.2,1.1662800000000009,128.334,0.037487098976929686,60.00000000000001,184.0,3.0666666666666664,7.6,1.6094379124341005,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
184,401,60,Co1 Fe1 Ni1 V1,FCC,CAST,,7.8,,238.0,,25.0,,,,,187.0,,,,10.1016/j.jallcom.2015.07.185,2015,401,Co1 Fe1 Ni1 V1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Fe1 Ni1 V1,1284.43,1358.78,7426.427157082163,0.0,85.40058689851763,25722.09174098329,-82992.85538082963,,0.25,0.25,0.25,,,,,,,,,0.25,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.9356607497203315,187.0,65.545,1872.5,0.4788187500000002,126.3525,0.024134106210882602,70.0,172.5,2.4642857142857144,8.0,1.3862943611198906,83.0,2.7846590660382877,455.0,7.479999999999991,35.0,20.0,5.0
199,501,73,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,,7.9,,400.0,C,25.0,1150.0,1500.0,,25.0,123.1,,,,10.1016/j.jallcom.2015.11.091,2015,501,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCC+Sec.,0,0,1,0,0,0,0,0,7.835309882353194,123.125,1979.0,2379.925,2.866349999999999,149.07625,0.05724490663154945,35.0,134.75,3.85,4.5,1.5595811562598771,261.0,8.778626253132835,955.0,23.99000000000001,24.0,141.0,2.0
210,646,215,Al1 Mo1 Nb1 Ti1,BCC,CAST,,,,509.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,646,Al1 Mo1 Nb1 Ti1,SS+IM,BCC_B2#2,CR3SI_A15#1,,,,0.8733685547372562,0.1266314452627438,,,,Al1 Mo1 Nb1 Ti1,1869.87,2173.79,6794.480733552295,4.575959084781678e-05,78.13519294824208,6204.102224616275,-93261.99839849591,0.25,,,,,,,0.25,0.25,0.25,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,6.501698411758972,155.0,75.75,2130.08,0.3255687499999998,142.11999999999995,0.025440751752908462,32.0,146.5,4.578125,4.5,1.3862943611198906,259.0,7.529990989339018,1962.68,9.890000000000015,24.0,154.0,3.0
211,648,215,Al1 Nb1 Ta1 Ti1,BCC,CAST,,,,458.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,648,Al1 Nb1 Ta1 Ti1,SS+IM,BCC_B2#1,SIGMA#1,,,,0.268333985790885,0.7316660142091149,,,,Al1 Nb1 Ta1 Ti1,1929.26,2090.65,8349.446523119075,1.8453096541021183e-06,78.33983997187936,3688.194820585382,-96038.42146361704,0.25,,,,,,,0.25,,0.25,,,,,,,0.25,,,,,,BCC,1,0,0,0,0,0,0,0,8.113968616037122,119.25,148.25,2228.58,0.11884999999999997,143.805,0.009438633791875144,44.25,139.0,3.1412429378531077,4.25,1.3862943611198906,116.0,13.979071806451614,2356.68,3.25,43.0,124.0,2.0
212,649,215,Cr1 Mo1 Ta1 Ti1,BCC,ANNEAL,,,,555.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,649,Cr1 Mo1 Ta1 Ti1,SS+IM,BCC_B2#1,C15_LAVES#1,,,,0.7295941185074353,0.2704058814925647,,,,Cr1 Mo1 Ta1 Ti1,1813.82,2284.97,10344.613109524103,0.0,79.81700533198715,24649.17408352291,-76957.87370409675,,,,,,0.25,,,0.25,0.25,,,,,,,0.25,,,,,,BCC,1,0,0,0,0,0,0,0,9.649737934963008,227.5,132.5,2576.75,2.071725,137.57999999999998,0.05917162572347082,62.0,175.0,2.8225806451612905,5.25,1.3862943611198906,213.0,12.175346107203493,1349.0,21.240000000000013,95.0,120.0,2.0
213,652,215,Cr1 Nb1 Ta1 Ti1,BCC,CAST,,,,495.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,652,Cr1 Nb1 Ta1 Ti1,SS+IM,BCC_B2#1,C15_LAVES#1,,,,0.7641273578946918,0.2358726421053081,,,,Cr1 Nb1 Ta1 Ti1,1583.92,1988.96,9667.316996090407,0.0,82.68520087032141,30050.80716356933,-75207.45354434982,,,,,,0.25,,0.25,,0.25,,,,,,,0.25,,,,,,BCC,1,0,0,0,0,0,0,0,9.23735542724044,171.5,150.0,2540.25,2.3608187499999995,139.24,0.060155202433302565,66.5,160.0,2.406015037593985,5.0,1.3862943611198906,174.0,12.175346107203493,1349.0,21.240000000000013,77.0,90.0,2.0
214,653,215,Cr1 Nb1 Ti1 W1,BCC+Laves (C15),ANNEAL,,,,630.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,653,Cr1 Nb1 Ti1 W1,SS+IM,BCC_B2#1,C14_LAVES#1,,,,0.7489713701572592,0.2510286298427408,,,,Cr1 Nb1 Ti1 W1,1635.96,2280.04,10194.823617955928,0.0,78.9600884908987,27038.9630731907,-73477.22957572334,,,,,,0.25,,0.25,,0.25,,,,,,,,,0.25,,,,BCC+Sec.,0,0,1,0,0,0,0,0,9.921533664117504,227.75,56.0,2641.5,2.05376875,137.66500000000002,0.058903656579697976,89.5,187.5,2.094972067039106,5.25,1.3862943611198906,306.0,14.912059054711753,1754.0,21.240000000000013,123.0,200.0,2.0
215,655,215,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,,,,280.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,655,Hf1 Nb1 Ta1 Ti1,SS,BCC_B2#1,,,,,1.0,,,,,Hf1 Nb1 Ta1 Ti1,1992.07,2221.65,10691.962337164972,0.0,92.59645219538851,36030.49725077704,-81844.7863939525,,,,,,,,0.25,,0.25,,,,,,,0.25,0.25,,,,,BCC,1,0,0,0,0,0,0,0,10.759556604132358,121.25,3197.75,2621.75,1.3400499999999993,147.45,0.041292752983381295,45.25,147.5,3.2596685082872927,4.5,1.3862943611198906,108.0,12.175346107203493,1349.0,14.849999999999996,39.0,90.0,1.0
216,659,215,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,,,,407.0,,,,,,,,,,,10.1016/j.matdes.2018.06.003,2018,659,Mo1 Nb1 Ta1 Ti1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti1,2602.01,2615.31,9933.637479076937,0.0,85.60098894529278,22349.8302157967,-86620.22871156101,,,,,,,,0.25,0.25,0.25,,,,,,,0.25,,,,,,BCC,1,0,0,0,0,0,0,0,9.996466363371876,184.0,175.25,2719.25,0.3707249999999996,142.0775,0.02536663531071852,42.75,177.5,4.152046783625732,5.0,1.3862943611198906,224.0,12.175346107203493,1349.0,9.890000000000015,49.0,120.0,2.0
218,755,159,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,No Data,CAST,,,,231.0,,,,,,,,,,,10.1016/j.matchar.2018.06.036,2018,755,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,SS+IM,BCC_B2#1,FCC_L12#1,FCC_L12#2,,,0.0914925611929287,0.8659483017735017,0.04255913703356965,,,Al0.229 Co0.486 Cr0.4 Cu0.229 Fe0.486 Mo0.003 Ni1 Ti0.029 W0.003,1006.95,5884.33,7581.808859033708,9.391915273060226e-08,86.29638775482182,23761.924978911095,-86093.3766329771,0.07993019197207679,0.16963350785340311,0.16963350785340311,0.34904013961605584,,0.13961605584642234,,,0.0010471204188481674,0.010122164048865621,0.07993019197207679,,,,,,,,0.0010471204188481674,,,,No Data,0,0,0,0,0,0,1,0,7.954769669206662,197.9420593368237,11.894408376963352,1724.2866527050605,0.9334144047464588,126.62627574171029,0.0427966992655013,75.7650959860384,163.48132635253054,2.1577393155108786,8.38394415357766,1.7089366097121668,341.0,16.715784753959873,2761.68,22.03,141.0,234.0,8.0
220,825,100,Co1 Cr1 Ni1,FCC,WROUGHT,1.6,,,468.0,T,25.0,1100.0,,23.0,,,,,,10.1016/j.actamat.2018.12.015,2018,825,Co1 Cr1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr1 Ni1,1434.19,1440.17,7800.688665413714,0.0,83.30374815756095,34266.35745938306,-71779.313945192,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,8.311566324016603,229.3333333333333,17.0,1892.0,0.08106666666666681,124.86666666666666,0.0016853917904606894,88.66666666666666,173.33333333333331,1.954887218045113,8.333333333333332,1.0986122886681096,79.0,1.7157342635327018,452.0,0.5099999999999909,40.0,20.0,4.0
221,834,127,Nb1 Ta1 Ti1 V1,BCC,POWDER,24.0,,,427.9,C,25.0,1108.0,,28.3,,,,,,10.1016/j.jallcom.2018.10.230,2018,834,Nb1 Ta1 Ti1 V1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Ta1 Ti1 V1,1926.96,2151.18,8831.88262386024,0.0,87.35019239869774,31882.95863776293,-79313.83628577928,,,,,,,,0.25,,0.25,,,0.25,,,,0.25,,,,,,BCC,1,0,0,0,0,0,0,0,8.970124226614043,133.75,202.75,2541.0,1.1352499999999996,140.9125,0.039266386461890006,49.5,160.0,3.2323232323232323,4.75,1.3862943611198906,81.0,12.175346107203493,1349.0,14.550000000000011,31.0,90.0,1.0
225,844,135,Al1 Co1 Cr1 Fe1 Mn1 Ni1,No Data,CAST,,,,684.0,C,25.0,,,,0.0,,,,,10.1016/j.jallcom.2018.10.168,2018,844,Al1 Co1 Cr1 Fe1 Mn1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,SIGMA#1,,,0.20038717864598884,0.6398869380166547,0.15972588333735646,,,Al1 Co1 Cr1 Fe1 Mn1 Ni1,1333.18,1384.24,6894.8085537194665,5.834052227668507e-07,79.62473150241213,6493.425409252342,-94868.85779331833,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.164046604086026,194.5,9.196666666666664,1656.553333333333,1.338280555555555,129.48166666666665,0.055566758148688285,62.33333333333333,147.66666666666666,2.3689839572192515,7.166666666666666,1.7917594692280547,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
226,852,137,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,,,,117.0,,,,,,,,,,,10.1016/j.matdes.2019.107698,2019,852,Al0.3 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.09570817717400547,0.9042918228259944,,,,Al0.3 Co1 Cr1 Fe1 Ni1,1377.23,1401.02,7461.058411664821,1.9467424621485354e-07,85.85655594393523,26702.582008050635,-82592.81370857892,0.06976744186046513,0.2325581395348837,0.2325581395348837,0.2325581395348837,,0.2325581395348837,,,,,,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.818840465438816,213.95348837209306,12.04186046511628,1806.278139534884,0.6940508382909681,125.97,0.03750096166102343,82.74418604651162,165.76744186046508,2.0033726812816193,7.883720930232557,1.5426131253269075,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
227,853,137,Al0.6 Co1 Cr1 Fe1 Ni1,No Data,CAST,,,,228.0,,,,,,,,,,,10.1016/j.matdes.2019.107698,2019,853,Al0.6 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.3895850168665513,0.6104149831334487,,,,Al0.6 Co1 Cr1 Fe1 Ni1,1333.58,1347.52,7262.622110884167,2.618352510208016e-07,82.18632885755027,16844.555482104242,-87778.64115355727,0.13043478260869565,0.2173913043478261,0.2173913043478261,0.2173913043478261,,0.2173913043478261,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.484882652475414,204.5652173913044,11.38695652173913,1749.3460869565215,1.1573913043478259,127.0917391304348,0.04907237998882516,79.04347826086958,159.91304347826087,2.0231023102310233,7.565217391304349,1.5926857326819182,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
228,854,137,Al0.9 Co1 Cr1 Fe1 Ni1,No Data,CAST,,,,511.0,,,,,,,,,,,10.1016/j.matdes.2019.107698,2019,854,Al0.9 Co1 Cr1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,SIGMA#1,,,0.6803384378950093,0.11388180469529433,0.20577975740969648,,,Al0.9 Co1 Cr1 Fe1 Ni1,1335.42,1389.96,7150.090168787809,3.300663965401677e-07,78.01490024067603,7173.535564322569,-92139.43244205802,0.18367346938775508,0.2040816326530612,0.2040816326530612,0.2040816326530612,,0.2040816326530612,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.191817632936102,196.32653061224482,10.812244897959182,1699.3853061224484,1.5055310287380257,128.0761224489796,0.05596283905007633,75.79591836734693,154.77551020408163,2.042003231017771,7.285714285714286,1.6085871365639366,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
229,855,137,Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,No Data,CAST,,,,623.0,,,,,,,,,,,10.1016/j.matdes.2019.107698,2019,855,Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.2212168808310527,0.7787831191689473,,,,Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,1197.18,1328.54,6737.6506946512645,3.870231927896323e-07,77.69271841367112,2468.9936532862907,-96433.83688731703,0.16666666666666666,0.1851851851851852,0.1851851851851852,0.1851851851851852,,0.1851851851851852,,,,0.0925925925925926,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.942749305742772,188.88888888888889,10.829629629629625,1721.7570370370368,2.212932784636489,129.74962962962962,0.06632740108274086,72.85185185185185,150.62962962962962,2.067615658362989,6.981481481481482,1.7681393340094909,209.0,6.2092815083459785,1246.6799999999996,22.03,89.0,104.0,7.0
232,892,146,Mo1 Nb1 Ta1 Ti1 V1 W1,No Data,CAST,,,,510.3,C,25.0,1515.0,,10.6,,,,,,10.1016/j.jallcom.2018.11.318,2018,892,Mo1 Nb1 Ta1 Ti1 V1 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti1 V1 W1,2418.27,2585.59,10752.366754145723,0.0,86.81434945860428,23288.170482312573,-87226.49637849069,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,,,,0.16666666666666666,,0.16666666666666666,,,,No Data,0,0,0,0,0,0,1,0,10.92043010829251,212.5,157.49999999999997,2792.5,0.877558333333333,139.435,0.035709847456275284,63.16666666666666,196.66666666666663,3.1134564643799467,5.166666666666666,1.7917594692280547,306.0,14.912059054711753,1754.0,14.550000000000011,141.0,200.0,2.0
233,894,146,Mo1 Nb1 Ta1 Ti1 Zr1,No Data,CAST,,,,499.6,C,25.0,1390.0,,6.0,,,,,,10.1016/j.jallcom.2018.11.318,2018,894,Mo1 Nb1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.202749779469032,0.7972502205309681,,,,Mo1 Nb1 Ta1 Ti1 Zr1,1846.31,2338.09,9080.936105013192,0.0,88.05041402760361,26479.170786358085,-85609.00627078133,,,,,,,,0.2,0.2,0.2,,,,0.2,,,0.2,,,,,,No Data,0,0,0,0,0,0,1,0,9.298456970868685,160.79999999999995,454.2,2600.94,2.3644239999999987,145.71200000000005,0.0545713648206094,40.8,159.8,3.9166666666666665,4.8,1.6094379124341005,261.0,12.175346107203493,1349.0,23.99000000000001,49.0,141.0,2.0
234,901,147,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,No Data,CAST,,,,75.1,,,,,,,,,,,10.1016/j.vacuum.2018.12.009,2018,901,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.0460939798961855,174.4735870818916,9.413162629757787,1576.1664452133796,1.7148134966242692,129.4253379469435,0.05880715735926716,66.92779700115342,145.23875432525952,2.1700812044172992,7.462053056516725,1.7782692578165469,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
235,902,147,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,No Data,CAST,,,,77.5,,,,,,,,,,,10.1016/j.vacuum.2018.12.009,2018,902,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.735061220571848,167.0,8.882857142857143,1530.18,1.9607061224489797,130.4085714285714,0.062453698325981015,63.99999999999999,140.28571428571428,2.191964285714286,7.142857142857142,1.7478680974667573,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
236,938,155,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,No Data,,,,,699.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,938,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.4146271754016897,0.5853728245983104,,,,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,1417.21,1432.07,6005.910505649866,2.731216618116436e-05,67.93568388783629,-7914.625609844519,-94396.75119906012,0.34002040122407345,0.17001020061203673,0.0499829989799388,0.0999659979598776,,0.34002040122407345,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.149038460260058,184.7388643318599,9.909030941856512,1622.4308058483512,2.102511861694361,131.07959877592657,0.06622519641422397,72.3896633798028,137.33764025841552,1.8971995979295249,5.989799387963277,1.4148012156606198,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
237,939,155,Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,No Data,,,,,728.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,939,Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2185155003742308,0.7814844996257693,,,,Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,1159.89,1397.87,5433.1125398715385,0.00025943850591920667,71.64117473171218,-7256.57126651803,-98455.78669998766,0.4699248120300752,0.1400375939849624,0.13016917293233082,0.06015037593984963,,0.149906015037594,,,,,0.04981203007518797,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.589628402178938,149.95770676691728,7.424276315789474,1420.2738345864661,2.330577678836424,133.53930921052628,0.06811156302754813,57.59633458646616,124.8355263157895,2.16742136825358,5.76033834586466,1.498547640536443,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
238,940,155,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,No Data,,,,,604.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,940,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.06123433436101688,0.9387656656389832,,,,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,1170.27,1385.92,5968.616388929275,2.3090243276293452e-05,75.87442641585747,-1074.6739869180271,-97662.81881430457,0.3799392097264438,0.10980243161094226,0.31003039513677816,0.050151975683890584,,0.060030395136778124,,,,,0.09004559270516717,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.120602860858893,153.44566869300914,5.762872340425532,1449.9771808510638,2.1592201557173345,131.86781155015197,0.06749853450154153,58.573328267477216,132.58358662613986,2.2635487951221087,6.460486322188451,1.509046090338054,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
