,level_0,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
57,109,325,48,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,505.0,C,25.0,1512.0,1800.0,12.0,,115.0,,,,10.1016/j. matlet.2016.03.133,2016,325,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.29582391062256674,0.7041760893774333,,,,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,1888.32,2203.29,9844.046955962509,0.0,92.47959855040962,29902.55086181088,-87823.97809286058,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,,,,,722.0497658042682,BCC,1,0,0,0,0,0,0,0,9.962131801120728,147.0,2411.833333333333,2585.116666666667,2.702522222222221,147.71833333333333,0.05776775800946251,39.0,151.5,3.8846153846153846,4.666666666666666,1.7917594692280547,261.0,12.175346107203493,1349.0,23.99000000000001,49.0,141.0,2.0
58,110,331,49,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,,10.2,,542.0,C,25.0,1600.0,1743.0,4.0,,155.0,,,,10.1016/j.intermet.2015.03.013,2015,331,Hf1 Mo1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.54610766093982,0.45389233906018,,,,Hf1 Mo1 Ta1 Ti1 Zr1,1824.92,2114.27,10127.085371212264,0.0,91.6996858327202,30740.81723802404,-85992.88282702876,,,,,,,,,0.2,0.2,,,,0.2,,,0.2,0.2,,,,,752.00455403647,BCC,1,0,0,0,0,0,0,0,10.238835169655125,155.4,2858.2,2552.1400000000003,3.126543999999999,148.68200000000002,0.060833741205412954,39.2,147.8,3.770408163265306,4.6,1.6094379124341005,261.0,12.175346107203493,1349.0,23.99000000000001,49.0,141.0,2.0
59,113,343,52,Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,BCC,CAST,,8.1,,301.0,T,25.0,903.0,990.0,19.0,,107.0,,,,10.1063/1.4966659,,343,Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,SS,BCC_B2#1,,,,,1.0,,,,,Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,1721.68,1815.48,8008.060610935403,0.0,92.8926339250902,35510.525349481184,-82741.79763715866,,,,,,,,0.12490622655663915,,0.3750937734433608,,,,0.2501875468867217,,,0.12490622655663915,0.12490622655663915,,,,,545.7084769692782,BCC,1,0,0,0,0,0,0,0,8.129881806629294,106.61402850712676,1993.2220555138783,2327.8296699174794,2.2966685494704495,150.3271567891973,0.04781103302695514,41.87246811702926,123.48199549887471,2.9490020782571302,4.249812453113278,1.4939419324347074,118.0,12.175346107203493,1349.0,17.349999999999994,39.0,111.0,1.0
60,115,351,56,Mo1 Nb1 Ta1 V1,BCC,ANNEAL,200.0,10.7,,504.0,C,25.0,1525.0,2400.0,21.0,,187.0,,,,10.3390/e18050189,,351,Mo1 Nb1 Ta1 V1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 V1,2437.52,2546.66,10355.129831874161,0.0,84.1398499767202,22688.927927240387,-84421.10109312444,,,,,,,,0.25,0.25,,,,0.25,,,,0.25,,,,,,409.2344718744803,BCC,1,0,0,0,0,0,0,0,10.401690549136768,187.0,227.5,2779.75,1.1305249999999996,138.44,0.03468394648415758,43.5,190.0,4.367816091954023,5.25,1.3862943611198906,224.0,10.55444936414392,1107.0,11.400000000000006,49.0,70.0,1.0
61,116,352,57,Mo1 Nb1 Ta1 V1 W1,BCC,CAST,80.0,12.4,,536.0,C,25.0,1246.0,1270.0,2.0,,232.0,,,,10.1016/j.intermet.2011.01.004,2011,352,Mo1 Nb1 Ta1 V1 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 V1 W1,2566.27,2703.5,12091.528287776648,0.0,84.41782651418869,20032.52185531796,-87431.37129724423,,,,,,,,0.2,0.2,,,,0.2,,,,0.2,,0.2,,,,502.23566696235326,BCC,1,0,0,0,0,0,0,0,12.20414019010139,231.8,186.8,2962.8,0.9269199999999996,138.092,0.03150619513048345,67.0,214.0,3.1940298507462686,5.4,1.6094379124341005,306.0,13.29116231165218,1512.0,11.400000000000006,141.0,150.0,1.0
62,117,359,57,Mo1 Nb1 Ta1 W1,BCC,CAST,200.0,13.7,,454.0,C,25.0,1058.0,1211.0,2.0,,258.0,,,,10.1016/j.intermet.2011.01.004,2011,359,Mo1 Nb1 Ta1 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 W1,2804.27,2864.11,13545.466773379805,0.0,83.25568416609242,17622.654991416373,-88361.8309520193,,,,,,,,0.25,0.25,,,,,,,,0.25,,0.25,,,,359.2064565301638,BCC,1,0,0,0,0,0,0,0,13.724481127049813,257.75,178.5,3157.75,0.5016187499999994,139.71499999999997,0.023182415280093526,72.0,227.5,3.1597222222222223,5.5,1.3862943611198906,306.0,10.835323795511119,945.0,6.740000000000009,141.0,140.0,1.0
63,145,406,62,Cu1 Mn1 Ni1 Zn0.333,FCC,CAST,,8.3,,147.0,C,25.0,215.0,,60.0,,169.0,,,,10.1016/j.jallcom.2015.07.285,2015,406,Cu1 Mn1 Ni1 Zn0.333,SS+IM,FCC_L12#2,LIQUID#1,,,,0.35825107721112115,0.6417489227888789,,,,Cu1 Mn1 Ni1 Zn0.333,978.0,1012.83,7289.044476340076,0.0,95.37532770152691,34957.492002047584,-86455.30016199617,,,,0.3000300030003,,,0.3000300030003,,,,0.3000300030003,,,,,,,,,0.0999099909990999,,,441.7543573840531,FCC,0,0,0,1,0,0,0,0,8.30973649893404,169.2061206120612,7.1005100510051005,1450.7148184818482,0.5036872274086095,130.1610711071107,0.039646815888352574,41.4998499849985,139.00690069006902,3.3495759801618004,9.5997599759976,1.313735103177257,92.0,1.7999981574631967,1035.47,14.859999999999985,76.0,110.0,5.0
64,146,407,62,Cu1 Mn1 Ni1 Zn0.25,FCC,CAST,,8.3,,109.0,C,25.0,140.0,,65.0,,171.0,,,,10.1016/j.jallcom.2015.07.285,2015,407,Cu1 Mn1 Ni1 Zn0.25,SS+IM,FCC_L12#2,LIQUID#1,,,,0.6295610484245302,0.37043895157546985,,,,Cu1 Mn1 Ni1 Zn0.25,988.7,1020.39,7309.459871908089,0.0,92.77042386144123,32514.393575458813,-85582.3560001559,,,,0.3076923076923077,,,0.3076923076923077,,,,0.3076923076923077,,,,,,,,,0.07692307692307693,,,427.4629317194246,FCC,0,0,0,1,0,0,0,0,8.339672221655222,170.7692307692308,7.230769230769233,1470.0776923076924,0.4190745562130178,129.92384615384614,0.0385231095999503,41.46153846153847,140.76923076923077,3.395176252319109,9.53846153846154,1.2852930241200995,92.0,1.7999981574631967,1035.47,14.859999999999985,76.0,110.0,5.0
65,147,408,62,Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,CAST,,8.1,,241.0,C,25.0,515.0,,40.0,,,,,,10.1016/j.jallcom.2015.07.285,2015,408,Al0.111 Cu1 Mn1 Ni1,SS+IM,FCC_L12#1,LIQUID#1,,,,0.5707067312779094,0.4292932687220906,,,,Al0.111 Cu1 Mn1 Ni1,988.55,1018.85,6625.410953791959,6.410861924984027e-08,91.11798079947012,30546.452237882946,-85446.7373198425,0.03567984570877532,,,0.3214400514304083,,,0.3214400514304083,,,,0.3214400514304083,,,,,,,,,,,,435.1878886323385,FCC+Sec.,0,0,0,0,0,1,0,0,8.234985910669003,172.21793635486983,7.464480874316941,1513.4100032144006,0.403262063740188,129.6309450337512,0.038611237429914645,40.786242365798785,144.14529090324655,3.534164525637186,9.107360977177757,1.2133765495199191,130.0,6.239398742616034,794.68,18.579999999999984,76.0,104.0,8.0
66,148,409,62,Cu1 Mn1 Ni1 Sn0.111,FCC+Sec.,CAST,,8.3,,318.0,C,25.0,630.0,,20.0,,,,,,10.1016/j.jallcom.2015.07.285,2015,409,Cu1 Mn1 Ni1 Sn0.111,SS+IM,FCC_L12#2,LIQUID#1,,,,0.025969221808195667,0.9740307781918044,,,,Cu1 Mn1 Ni1 Sn0.111,923.28,1001.39,7411.271075136961,0.0,97.24841964717264,39210.70334790384,-84586.53486294692,,,,0.3214400514304082,,,0.3214400514304082,,,,0.3214400514304082,,,,,0.03567984570877531,,,,,,,858.2808366424629,FCC+Sec.,0,0,0,0,0,1,0,0,8.398681869793432,171.50433944069428,8.178077788492445,1498.1251141112182,3.055834374577987,130.30279652844743,0.05714447842912977,40.50080360012858,143.5030536804886,3.5432149716662167,9.143040822886531,1.2133765495199191,150.0,1.6514876720205773,1223.07,37.41,76.0,122.0,7.0
67,149,410,62,Al0.053 Cu1 Mn1 Ni1,FCC,CAST,,8.3,,166.0,C,25.0,330.0,,45.0,,174.0,,,,10.1016/j.jallcom.2015.07.285,2015,410,Al0.053 Cu1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Al0.053 Cu1 Mn1 Ni1,1007.41,1033.82,7217.8600542252925,2.9218499867186797e-08,88.28066713710973,28698.271647874222,-83683.01761766644,0.017359973796265967,,,0.32754667540124466,,,0.32754667540124466,,,,0.32754667540124466,,,,,,,,,,,,399.9458156000194,FCC,0,0,0,1,0,0,0,0,8.34017302197552,174.1598427775958,7.56829348182116,1524.43038322961,0.2507017470264652,129.37373403209958,0.03623789799042212,41.06714706845726,145.43989518506385,3.5415144602721362,9.223386832623648,1.1671190008040973,130.0,6.239398742616034,794.68,18.579999999999984,76.0,104.0,8.0
68,150,411,62,Cu1 Mn1 Ni1 Sn0.053,FCC+Sec.,CAST,,8.4,,205.0,C,25.0,380.0,,63.0,,,,,,10.1016/j.jallcom.2015.07.285,2015,411,Cu1 Mn1 Ni1 Sn0.053,SS+IM,FCC_L12#2,LIQUID#1,,,,0.5469800195851721,0.453019980414828,,,,Cu1 Mn1 Ni1 Sn0.053,969.44,1024.31,7385.3471511063135,0.0,92.48993066949032,34560.20885986672,-83179.47288239446,,,,0.32754667540124466,,,0.32754667540124466,,,,0.32754667540124466,,,,,0.017359973796265967,,,,,,,645.9342999949641,FCC+Sec.,0,0,0,0,0,1,0,0,8.419819037940655,173.8126433016705,7.915492957746478,1516.9935440550278,1.5658252411351847,129.70062233868327,0.04692867148761482,40.92826727808713,145.12741565673107,3.5458968900555403,9.240746806419914,1.167119000804097,150.0,1.6514876720205773,1223.07,37.41,76.0,122.0,7.0
69,163,485,71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,,12.5,,715.0,C,25.0,2034.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017,485,Cr1 Ta1 Ti0.17 V1 W1,SS+IM,BCC_B2#1,BCC_B2#2,C15_LAVES#1,MU_PHASE#1,,0.10352443495787388,0.6774347549196147,0.08788610246523065,0.1311547076572809,,Cr1 Ta1 Ti0.17 V1 W1,1996.22,2499.16,12370.111760746246,0.0,79.84533235042362,23104.397114129326,-78538.71096795994,,,,,,0.23980815347721826,,,,0.0407673860911271,,,0.23980815347721826,,,,0.23980815347721826,,0.23980815347721826,,,,1150.1657844887825,BCC+Sec.,0,0,1,0,0,0,0,0,12.031405706571856,245.49640287769785,157.0431654676259,2800.4724220623502,1.8442739333712879,134.54568345323742,0.051541171638013104,95.79856115107914,203.5251798561151,2.1245118654250525,5.438848920863309,1.5001540845225612,295.0,14.912059054711753,1754.0,21.24000000000001,117.0,200.0,2.0
70,164,487,71,Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,,12.2,,780.0,C,25.0,2050.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017,487,Cr1 Ta1 Ti0.3 V1 W1,SS+IM,BCC_B2#1,BCC_B2#2,C15_LAVES#1,MU_PHASE#1,,0.05020158711643183,0.7207942768265808,0.1119689611628978,0.11703517489408947,,Cr1 Ta1 Ti0.3 V1 W1,1960.7,2476.77,12166.555214348333,0.0,80.51076545698164,23863.545689434835,-78626.65873730282,,,,,,0.2325581395348837,,,,0.06976744186046513,,,0.2325581395348837,,,,0.2325581395348837,,0.2325581395348837,,,,1165.9846129789785,BCC+Sec.,0,0,1,0,0,0,0,0,11.8037688737923,241.5813953488372,152.62790697674419,2774.488372093023,1.8639778258518112,134.89651162790696,0.05272340702942905,94.23255813953489,200.69767441860466,2.129812438302073,5.395348837209302,1.5426131253269075,295.0,14.912059054711753,1754.0,21.24000000000001,117.0,200.0,2.0
71,165,489,71,Cr1 Ta1 V1 W1,BCC+Laves,POWDER,,12.9,,715.0,C,25.0,2327.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017,489,Cr1 Ta1 V1 W1,SS+IM,BCC_B2#1,BCC_B2#2,C15_LAVES#1,MU_PHASE#1,,0.1538395051280353,0.6414521141552234,0.048244887269759854,0.15646349344698138,,Cr1 Ta1 V1 W1,2061.55,2532.06,12631.74973435523,0.0,78.47268754878165,21955.312332877613,-77940.41891672142,,,,,,0.25,,,,,,,0.25,,,,0.25,,0.25,,,,1115.1985972608259,BCC+Sec.,0,0,1,0,0,0,0,0,12.351410561883114,251.0,163.25,2837.0,1.8086187499999995,134.0525,0.04957616127569212,98.0,207.5,2.11734693877551,5.5,1.3862943611198906,283.0,13.29116231165218,1515.0,18.090000000000003,114.0,150.0,1.0
72,167,496,73,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec.,CAST,,7.7,,442.0,C,25.0,1350.0,2150.0,,28.0,,,,,10.1016/j.jallcom.2015.11.091,2015,496,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C16_THETA#1,,,0.2932657282381793,0.6603897876071787,0.046344484154642034,,,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,1433.93,1999.2,7974.088470215309,0.0,89.17669236974037,25510.949964179297,-88010.9794225002,,,,,0.024390243902439032,,,0.2439024390243903,0.12195121951219512,0.2439024390243903,,,,0.2439024390243903,,,,0.12195121951219512,,,,,715.4167977565181,BCC+Sec.,0,0,1,0,0,0,0,0,7.701005111125634,121.26829268292684,1930.7804878048785,2363.0243902439024,2.799109458655561,148.25243902439027,0.06684167181005099,34.146341463414636,133.90243902439025,3.9214285714285713,4.487804878048781,1.636207873675957,282.0,10.951691690357737,1209.0,44.95,44.0,141.0,2.0
73,168,497,73,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,CAST,,7.5,,494.0,C,25.0,1370.0,1950.0,,23.0,,,,,10.1016/j.jallcom.2015.11.091,2015,497,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,SS+IM,BCC_B2#1,C16_THETA#1,M3SI#1,,,0.8339532724367267,0.1207254179511244,0.0453213096121489,,,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,1435.56,1912.95,8197.042790527343,0.0,85.81580075407197,14057.42973156754,-95186.08462836608,,,,,0.06976744186046513,,,0.2325581395348837,0.11627906976744184,0.2325581395348837,,,,0.2325581395348837,,,,0.11627906976744184,,,,,849.9425319798082,BCC+Sec.,0,0,1,0,0,0,0,0,7.451135769306917,117.81395348837209,1841.0697674418607,2331.5813953488373,2.673655489453757,146.71976744186048,0.08115735642150973,32.55813953488372,132.32558139534885,4.064285714285715,4.465116279069767,1.7038101440617786,282.0,10.951691690357737,1209.0,44.95,44.0,141.0,2.0
74,169,498,73,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,CAST,,7.2,,524.0,C,25.0,1600.0,1900.0,,23.0,,,,,10.1016/j.jallcom.2015.11.091,2015,498,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,SS+IM,BCC_B2#1,C16_THETA#1,M3SI#1,,,0.6932163764313815,0.17532276440078354,0.13146085916783493,,,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,1444.33,1798.89,8301.424320015392,0.0,82.55322843648268,3424.6772548071403,-101665.58254483533,,,,,0.1111111111111111,,,0.2222222222222222,0.1111111111111111,0.2222222222222222,,,,0.2222222222222222,,,,0.1111111111111111,,,,,950.2023159504026,BCC+Sec.,0,0,1,0,0,0,0,0,7.223477035649863,114.66666666666666,1759.333333333333,2302.933333333333,2.558950617283949,145.32333333333332,0.0916544568865822,31.11111111111111,130.88888888888889,4.207142857142857,4.444444444444445,1.7351264569629226,282.0,10.951691690357737,1209.0,44.95,44.0,141.0,2.0
75,170,499,73,Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,CAST,,7.0,,580.0,C,25.0,1550.0,1900.0,,12.0,,,,,10.1016/j.jallcom.2015.11.091,2015,499,Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,SS+IM,BCC_B2#1,C16_THETA#1,M3SI#1,,,0.5500402259809042,0.21916101139261532,0.2307987626264805,,,Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,1473.95,1672.4,8346.353541695755,0.0,79.73476288289453,-5909.447586946279,-107411.80073687101,,,,,0.14893617021276595,,,0.2127659574468085,0.10638297872340426,0.2127659574468085,,,,0.2127659574468085,,,,0.10638297872340426,,,,,1026.2194553704587,BCC+Sec.,0,0,1,0,0,0,0,0,7.015193513367878,111.7872340425532,1684.5531914893618,2276.723404255319,2.453671797193299,144.04574468085107,0.09978144522744276,29.787234042553195,129.5744680851064,4.35,4.425531914893617,1.7481624324004934,282.0,10.951691690357737,1209.0,44.95,44.0,141.0,2.0
76,171,500,73,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,CAST,,6.8,,640.0,C,25.0,1650.0,2000.0,,9.0,,,,,10.1016/j.jallcom.2015.11.091,2015,500,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,SS+IM,BCC_B2#1,C16_THETA#1,M3SI#1,,,0.4068061663184415,0.2428783884539619,0.3503154452275967,,,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,1529.94,1743.94,8283.64694311161,0.0,77.81196540604749,-13187.74902540952,-112242.380987308,,,,,0.18367346938775508,,,0.2040816326530612,0.1020408163265306,0.2040816326530612,,,,0.2040816326530612,,,,0.1020408163265306,,,,,1084.1470597352004,BCC+Sec.,0,0,1,0,0,0,0,0,6.823912727598708,109.14285714285714,1615.8775510204077,2252.6530612244896,2.3567042898792154,142.8724489795918,0.10626520314446557,28.57142857142857,128.3673469387755,4.492857142857143,4.408163265306122,1.7500457448414763,282.0,10.951691690357737,1209.0,44.95,44.0,141.0,2.0
77,186,580,89,Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,,11.1,,571.0,C,25.0,2310.0,,0.3,,,,,,10.1016/j.actamat.2016.01.018,2016,580,Hf1 Nb1 Ta1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,HCP_A3#1,,,0.2242724900707081,0.4989471276280912,0.2767803823012007,,,Hf1 Nb1 Ta1 Zr1,1983.73,2153.32,10838.979819785582,0.0,90.47200118695068,32502.666890139062,-82668.19062084913,,,,,,,,0.25,,,,,,0.25,,,0.25,0.25,,,,,657.3389868278524,BCC+Sec.,0,0,1,0,0,0,0,0,11.26069152953431,109.25,3587.5,2668.425,2.1301249999999996,150.975,0.053476447696244746,42.5,142.25,3.347058823529412,4.5,1.3862943611198906,118.0,10.170806405595693,1162.3000000000002,17.349999999999994,39.0,111.0,1.0
78,191,589,91,Mo1 Nb1 Ta1 Ti0.25 W1,BCC,CAST,,13.0,,478.3,C,25.0,1109.0,1197.0,,,249.4,,,,10.1016/j.msea.2017.12.004,2017,589,Mo1 Nb1 Ta1 Ti0.25 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti0.25 W1,2734.22,2809.24,12989.353478345934,0.0,84.63031757660737,18972.047692806424,-88762.34658221477,,,,,,,,0.2352941176470588,0.2352941176470588,0.05882352941176471,,,,,,,0.2352941176470588,,0.2352941176470588,,,,385.3792234234642,BCC,1,0,0,0,0,0,0,0,13.181975160708538,249.41176470588232,168.64705882352942,3086.176470588235,0.4863709342560549,140.0935294117647,0.024897636773363763,70.35294117647058,220.58823529411765,3.135451505016723,5.411764705882353,1.5284657100610248,306.0,14.912059054711753,1754.0,9.890000000000015,141.0,200.0,2.0
79,192,590,91,Mo1 Nb1 Ta1 Ti0.5 W1,BCC,CAST,,12.6,,481.2,C,25.0,1211.0,1578.0,,,242.0,,,,10.1016/j.msea.2017.12.004,2017,590,Mo1 Nb1 Ta1 Ti0.5 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti0.5 W1,2684.38,2762.89,12495.444506597983,0.0,85.25602096388147,20099.00636168093,-88431.90832534018,,,,,,,,0.2222222222222222,0.2222222222222222,0.1111111111111111,,,,,,,0.2222222222222222,,0.2222222222222222,,,,399.8400385107341,BCC,1,0,0,0,0,0,0,0,12.699747635071848,242.0,159.88888888888889,3022.5555555555557,0.4713209876543205,140.42999999999998,0.026081521604453102,68.88888888888889,214.44444444444443,3.1129032258064515,5.333333333333333,1.5810937501718236,306.0,14.912059054711753,1754.0,9.890000000000015,141.0,200.0,2.0
80,193,591,91,Mo1 Nb1 Ta1 Ti0.75 W1,BCC,CAST,,12.1,,495.6,C,25.0,1304.0,1593.0,,,235.4,,,,10.1016/j.msea.2017.12.004,2017,591,Mo1 Nb1 Ta1 Ti0.75 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti0.75 W1,2643.7,2723.38,12054.049180507829,0.0,85.62388352157579,21067.006062960438,-87932.19766000556,,,,,,,,0.21052631578947367,0.21052631578947367,0.15789473684210525,,,,,,,0.21052631578947367,,0.21052631578947367,,,,406.8948143887271,BCC,1,0,0,0,0,0,0,0,12.26828090160744,235.36842105263156,152.05263157894734,2965.6315789473683,0.4566614958448748,140.73105263157893,0.026908376268648625,67.57894736842104,208.94736842105266,3.0919003115264805,5.2631578947368425,1.6035681031705153,306.0,14.912059054711753,1754.0,9.890000000000015,141.0,200.0,2.0
81,194,592,91,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,507.5,C,25.0,1455.0,1910.0,,,229.4,,,,10.1016/j.msea.2017.12.004,2017,592,Mo1 Nb1 Ta1 Ti1 W1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti1 W1,2607.42,2689.31,11657.3538008255,0.0,85.8451977099123,21915.98274325356,-87364.95394146482,,,,,,,,0.2,0.2,0.2,,,,,,,0.2,,0.2,,,,409.1207869968655,BCC,1,0,0,0,0,0,0,0,11.879960841489476,229.39999999999998,145.0,2914.4,0.44250399999999956,141.002,0.02748406762917154,66.4,204.0,3.0722891566265056,5.2,1.6094379124341005,306.0,14.912059054711753,1754.0,9.890000000000015,141.0,200.0,2.0
82,204,634,214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,BCC+B2,CAST,,,,712.0,C,25.0,2161.7,3641.5,14.3,,,,,,10.1002/maco.201709833,,634,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,SS+IM,BCC_B2#1,BCC_B2#3,HEUSLER_L21#1,SIGMA#1,,0.036887706850043736,0.3874323059953889,0.0922336392315542,0.4834463479230132,,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,1275.41,1444.93,6802.2290505164365,3.895506355461498e-06,74.65566325537618,2877.56818605252,-92159.09113804136,0.21052631578947367,,0.21052631578947367,0.21052631578947367,,0.21052631578947367,,,0.10526315789473684,0.05263157894736842,,,,,,,,,,,,,1209.9182985352802,BCC+Sec.,0,0,1,0,0,0,0,0,6.929200421469028,200.73684210526315,17.45894736842105,1807.4884210526316,2.124098614958449,130.83315789473681,0.06511140779586885,67.36842105263158,153.36842105263156,2.2765625,6.526315789473684,1.7040703402696964,259.0,7.529990989339018,1962.6799999999998,22.03,95.0,154.0,7.0
83,205,635,214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,BCC+B2,CAST,,,,731.9,C,25.0,2185.1,3673.4,14.8,,,,,,10.1002/maco.201709833,,635,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,SS+IM,BCC_B2#1,BCC_B2#3,HEUSLER_L21#1,SIGMA#1,,0.20149377703000013,0.16799634478297465,0.2703357159445645,0.3601741622424606,,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,1249.5,1440.67,6809.620274776011,5.787594979262698e-06,74.51362075266809,1921.4704756725607,-92934.36874247393,0.2040816326530612,,0.2040816326530612,0.2040816326530612,,0.2040816326530612,,,0.1020408163265306,0.08163265306122447,,,,,,,,,,,,,1236.0122648410002,BCC+Sec.,0,0,1,0,0,0,0,0,6.854894685074512,198.1428571428571,17.261224489795914,1811.5755102040812,2.257411495210329,131.30204081632652,0.0669644378918729,66.65306122448978,152.0408163265306,2.2810777709736687,6.448979591836735,1.734763752673649,259.0,7.529990989339018,1962.6799999999998,22.03,95.0,154.0,7.0
84,206,636,214,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,BCC+B2,CAST,,,,751.7,C,25.0,2228.7,3166.2,10.4,,,,,,10.1002/maco.201709833,,636,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,HEUSLER_L21#1,SIGMA#1,0.22526343276754124,0.1535299680447687,0.01895835768276968,0.33540793427896554,0.2668403072259549,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,1236.08,1437.47,6797.786187397075,6.7437513053650394e-06,74.4616491971221,1462.4666866537473,-93327.21274128268,0.2,,0.2,0.2,,0.2,,,0.1,0.1,,,,,,,,,,,,,1248.3984755368838,BCC+Sec.,0,0,1,0,0,0,0,0,6.807834385357984,196.5,17.136000000000003,1814.1639999999998,2.335364,131.59900000000002,0.0680018276039548,66.2,151.2,2.2839879154078546,6.4,1.7480673485460894,259.0,7.529990989339018,1962.6799999999998,22.03,95.0,154.0,7.0
