,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
274,1002,157,Al0.24 Nb1 Ti1 V1 Zr1,No Data,OTHER,,,6.34,,C,23.0,1240.0,,,,,,,,10.1016/j.actamat.2019.06.032,2019,1002,Al0.24 Nb1 Ti1 V1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Al0.24 Nb1 Ti1 V1 Zr1,1410.86,1642.8,6200.123765244325,1.4750781070388155e-07,87.2398318079618,28017.808268992983,-83038.49762254242,0.05660377358490565,,,,,,,0.2358490566037736,,0.2358490566037736,,,0.2358490566037736,0.2358490566037736,,,,,,,,,859.0947897343577,No Data,0,0,0,0,0,0,1,0,6.216331948316151,102.31132075471695,467.3301886792452,2175.8718867924526,3.928700827696688,145.10867924528299,0.06847432897185275,39.679245283018865,129.06603773584902,3.252734189253447,4.415094339622642,1.525343440317837,60.0,5.8804609584487535,1816.68,28.65000000000001,21.0,94.0,2.0
275,1004,157,Cr1 Nb0.333 Ti0.333 Zr0.333,No Data,OTHER,,,6.56,,C,23.0,1576.0,,,,,,,,10.1016/j.actamat.2019.06.032,2019,1004,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111.4404508451403,No Data,0,0,0,0,0,0,1,0,6.860502064187772,187.7123561780891,297.8554277138569,2226.4267633816908,6.49143069218451,137.33211605802902,0.09845127788919647,76.68584292146073,141.50925462731368,1.8453113278319584,5.167083541770887,1.2421784093015005,211.0,4.076735259200634,809.0,35.34,82.0,81.0,2.0
276,1010,157,Nb1 Re0.3 Ti1 Zr1,No Data,OTHER,,,7.81,,C,23.0,1244.0,,,,,,,,10.1016/j.actamat.2019.06.032,2019,1010,Nb1 Re0.3 Ti1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Re0.3 Ti1 Zr1,1683.31,1837.48,7391.238791653257,0.0,87.32298017296037,26479.31769995937,-84682.83606021918,,,,,,,,0.30303030303030304,,0.30303030303030304,,,,0.30303030303030304,,,,,,,0.09090909090909093,,775.0865714418097,No Data,0,0,0,0,0,0,1,0,7.846027722784656,129.66666666666666,798.6363636363636,2380.636363636364,2.9145151515151513,148.65151515151516,0.053813225117767725,51.03030303030303,145.45454545454547,2.8503562945368173,4.575757575757575,1.3033745415929745,395.0,16.514711722873777,1517.0,22.75,145.0,281.0,3.0
277,1011,157,Nb1 Ta1 Ti1 V1 Zr1,No Data,OTHER,,,8.43,,C,23.0,1395.0,,,,,,,,10.1016/j.actamat.2019.06.032,2019,1011,Nb1 Ta1 Ti1 V1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Ta1 Ti1 V1 Zr1,1597.56,1941.38,8231.844023727626,0.0,90.23252693469992,33980.97113333003,-80885.03565454298,,,,,,,,0.2,,0.2,,,0.2,0.2,,,0.2,,,,,,902.9534200818338,No Data,0,0,0,0,0,0,1,0,8.477383261462421,120.6,476.2,2458.34,3.2921359999999997,144.78000000000003,0.06342543029238487,46.2,145.8,3.1558441558441563,4.6,1.6094379124341005,118.0,12.175346107203493,1349.0,28.65000000000001,36.0,111.0,1.0
279,1093,164,Co1 Cr0.25 Ni1,FCC,WROUGHT,0.212,,,,T,25.0,745.0,824.0,36.0,,223.0,,,,10.1016/j.actamat.2019.04.017,2019,1093,Co1 Cr0.25 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cr0.25 Ni1,1466.76,1467.09,8208.356718344641,0.0,83.61168213562895,33306.928774681764,-73130.7425839739,,0.4444444444444444,,0.4444444444444444,,0.1111111111111111,,,,,,,,,,,,,,,,,12.433760290224226,FCC,0,0,0,1,0,0,0,0,8.684854683751045,212.77777777777774,19.666666666666664,1796.0,0.03697777777777785,124.85222222222221,0.001932545346992861,79.8888888888889,177.77777777777774,2.2253129346314324,9.111111111111109,0.9649629230074276,79.0,1.7157342635327018,452.0,0.5099999999999909,40.0,20.0,4.0
280,1102,164,Co0.25 Cr1 Ni1,FCC,WROUGHT,0.4970000000000001,,,,T,25.0,518.0,744.0,36.0,,240.0,,,,10.1016/j.actamat.2019.04.017,2019,1102,Co0.25 Cr1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co0.25 Cr1 Ni1,1383.75,1395.59,7629.521315670513,0.0,80.90403482394498,34558.173337785476,-68432.66299309647,,0.1111111111111111,,0.4444444444444444,,0.4444444444444444,,,,,,,,,,,,,,,,,9.31649077272892,FCC,0,0,0,1,0,0,0,0,8.136901025725287,236.11111111111111,13.333333333333332,1933.333333333333,0.09671111111111128,124.78888888888888,0.0014960716573489286,93.22222222222223,171.11111111111111,1.835518474374255,8.11111111111111,0.9649629230074276,79.0,1.7157342635327018,452.0,0.5099999999999909,40.0,20.0,4.0
281,1113,166,Al1 Cr1 Cu1 Fe1 Ni1,No Data,POWDER,,,,,C,20.0,1511.0,,5.0,,,,,,10.1016/j.jallcom.2019.01.341,2019,1113,Al1 Cr1 Cu1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.34430313230850224,0.6556968676914977,,,,Al1 Cr1 Cu1 Fe1 Ni1,1016.34,1402.74,6726.131439177201,6.665456231927727e-07,79.02702502112483,11550.51517887474,-89050.88767301716,0.2,,0.2,0.2,,0.2,,,,,0.2,,,,,,,,,,,,1025.3833525670727,No Data,0,0,0,0,0,0,1,0,7.122342465022478,178.0,6.436000000000001,1601.9879999999996,1.483424,128.918,0.05617021523372325,69.4,145.2,2.0922190201729105,7.6,1.6094379124341005,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
282,1125,168,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,,,,,T,-196.0,419.0,,34.6,,,,,,10.1016/j.scriptamat.2019.02.038,2019,1125,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,SS+IM,FCC_L12#1,SIGMA#1,,,,0.9179758938612014,0.08202410613879874,,,,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,1411.83,1426.37,8044.733416772591,0.0,84.64307449537003,26642.71918846209,-81107.91464414394,,0.2127659574468085,0.2127659574468085,0.425531914893617,,,,,0.0425531914893617,,,,0.10638297872340426,,,,,,,,,,374.5544413754612,FCC,0,0,0,1,0,0,0,0,8.432833890200268,202.08510638297875,40.03829787234042,1852.2765957446811,0.5225640561339976,125.8408510638298,0.024570962404873418,71.59574468085106,177.87234042553192,2.4843982169390784,8.659574468085106,1.394832043108971,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
283,1136,172,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,No Data,WROUGHT,4.4,,,,T,25.0,443.0,840.0,61.6,,,,,,10.1016/j.jallcom.2018.12.040,2018,1136,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,SS+IM,FCC_L12#1,SIGMA#1,,,,0.7500907137911076,0.2499092862088924,,,,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,1446.24,1617.24,7887.227790972731,0.0,85.98890225624298,34461.14330494553,-75002.72926725178,,0.17491749174917492,0.5500550055005501,0.10011001100110012,,0.12486248624862488,,,0.05005500550055006,,,,,,,,,,,,,,329.3642777453897,No Data,0,0,0,0,0,0,1,0,8.179872526988847,223.9460946094609,13.028052805280531,1895.553355335534,0.32074998181611364,125.04477997799782,0.0208384847151046,81.19196919691969,174.5049504950495,2.1492883128848908,8.025302530253025,1.2738263204934628,129.0,3.03644374452574,1168.0,12.139999999999983,95.0,70.0,4.0
284,1137,172,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,No Data,WROUGHT,3.2,,,,T,25.0,711.0,1096.0,38.3,,,,,,10.1016/j.jallcom.2018.12.040,2018,1137,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,SS+IM,FCC_L12#1,SIGMA#1,,,,0.607476873643504,0.39252312635649605,,,,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,1447.18,1748.92,7979.948876804723,0.0,85.49406314518446,33766.311170544854,-75067.63121327496,,0.17996697853604846,0.5503577325261421,0.06989543203082002,,0.12493120528343425,,,0.07484865162355532,,,,,,,,,,,,,,415.18469881259017,No Data,0,0,0,0,0,0,1,0,8.211824923278463,227.198679141442,15.474408365437537,1924.7705008255368,0.4380422193743493,125.3365767749037,0.02499881483173076,79.80297193175566,175.7402311502477,2.2021765217031493,7.92019812878371,1.2771662107879371,129.0,3.03644374452574,1168.0,12.139999999999983,95.0,70.0,4.0
285,1148,174,Mo1 Nb1 Si0.25 Ta1 W1,No Data,POWDER,,,,,C,25.0,1826.0,,16.7,10.5,,,,,10.1007/s10853-018-03280-z,,1148,Mo1 Nb1 Si0.25 Ta1 W1,SS+IM,BCC_B2#1,TA5SI3_D8L#1,,,,0.841714165493242,0.15828583450675793,,,,Mo1 Nb1 Si0.25 Ta1 W1,1841.21,2780.13,12972.05994244523,0.0,80.30630080818494,9634.37743986147,-92595.54348895796,,,,,0.05882352941176471,,,0.2352941176470588,0.2352941176470588,,,,,,,,0.2352941176470588,,0.2352941176470588,,,,760.7474749420368,No Data,0,0,0,0,0,0,1,0,13.054147782048247,245.35294117647052,168.11764705882354,3071.2352941176478,0.6778006920415219,138.27882352941177,0.0473530018754883,67.76470588235293,220.0,3.2465277777777777,5.411764705882354,1.5284657100610246,364.0,17.085124491936654,2008.0,27.700000000000006,161.0,210.0,2.0
286,1149,174,Mo1 Nb1 Si0.5 Ta1 W1,No Data,POWDER,,,,,C,25.0,1883.0,,11.0,5.8,,,,,10.1007/s10853-018-03280-z,,1149,Mo1 Nb1 Si0.5 Ta1 W1,SS+IM,BCC_B2#1,TA5SI3_D8L#1,,,,0.6998022517164629,0.300197748283537,,,,Mo1 Nb1 Si0.5 Ta1 W1,1716.13,2698.56,12452.420904272898,0.0,77.53182352810538,3044.960202402412,-95653.05114887572,,,,,0.1111111111111111,,,0.2222222222222222,0.2222222222222222,,,,,,,,0.2222222222222222,,0.2222222222222222,,,,996.2923037069804,No Data,0,0,0,0,0,0,1,0,12.458295919824634,234.3333333333333,158.88888888888889,2994.333333333333,0.8128222222222217,137.0022222222222,0.060278067994085915,64.0,213.33333333333331,3.333333333333333,5.333333333333333,1.5810937501718234,364.0,17.085124491936654,2008.0,27.700000000000006,161.0,210.0,2.0
287,1150,174,Mo1 Nb1 Si0.75 Ta1 W1,No Data,POWDER,,,,,C,25.0,2483.0,,6.3,1.6,,,,,10.1007/s10853-018-03280-z,,1150,Mo1 Nb1 Si0.75 Ta1 W1,SS+IM,BCC_B2#1,TA5SI3_D8L#1,W5SI3_D8M#1,,,0.5836996026572985,0.3790009031383661,0.03729949420433528,,,Mo1 Nb1 Si0.75 Ta1 W1,1665.91,2612.35,12126.475423396936,0.0,75.42510708640127,-1410.4541833644912,-97426.61550435328,,,,,0.15789473684210525,,,0.21052631578947367,0.21052631578947367,,,,,,,,0.21052631578947367,,0.21052631578947367,,,,1152.4509723073904,No Data,0,0,0,0,0,0,1,0,11.925165306256142,224.4736842105263,150.6315789473684,2925.5263157894733,0.9164110803324096,135.86,0.06908427742635652,60.631578947368425,207.36842105263162,3.420138888888889,5.2631578947368425,1.6035681031705151,364.0,17.085124491936654,2008.0,27.700000000000006,161.0,210.0,2.0
293,1176,178,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,FCC,WROUGHT,8.7,,,,T,25.0,401.0,717.0,49.0,,,,,,10.1016/j.msea.2018.12.077,2018,1176,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,SS+IM,FCC_L12#1,SIGMA#1,,,,0.9775113712489416,0.02248862875105832,,,,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,1359.97,1386.63,7459.945579367999,0.0,88.38411345449234,31069.85744225139,-81443.11898531739,,0.1000699790062981,0.34989503149055284,0.2498250524842547,,0.15010496850944716,0.05003498950314905,,,,,,0.1000699790062981,,,,,,,,,,365.35638416429566,FCC,0,0,0,1,0,0,0,0,7.931757957358714,209.3026592022393,29.82890132960112,1863.9660601819448,0.2377322321148303,125.74697340797762,0.024015625223680368,77.14870538838349,168.49545136459062,2.18403472250568,7.949265220433869,1.6091562842319953,151.0,2.7846590660382877,664.0,10.879999999999995,115.0,60.0,5.0
299,1196,181,Al0.8 Co1 Cr1 Fe1 Ni1 Ti0.2,No Data,,,,,,C,25.0,968.0,,30.1,,,,,,10.1016/j.jallcom.2019.07.100,2019,1196,Al0.8 Co1 Cr1 Fe1 Ni1 Ti0.2,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.13921837963276687,0.6336348907537508,0.2271467296134824,,,Al0.8 Co1 Cr1 Fe1 Ni1 Ti0.2,1221.03,1342.72,6986.87243743076,2.96534789223218e-07,79.51276696998987,8204.930902244547,-93014.82145055255,0.16,0.2,0.2,0.2,,0.2,,,,0.04,,,,,,,,,,,,,1210.7563071538632,No Data,0,0,0,0,0,0,1,0,7.174093388247306,195.64,10.995999999999999,1724.3712000000005,1.74425344,128.4972,0.059613634582701365,75.52000000000002,154.56,2.046610169491525,7.24,1.7095183971417385,209.0,6.2092815083459785,1246.6799999999996,22.03,89.0,104.0,7.0
300,1197,181,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,No Data,,,,,,C,25.0,1100.0,,27.5,,,,,,10.1016/j.jallcom.2019.07.100,2019,1197,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,SS+IM,BCC_B2#2,FCC_L12#1,SIGMA#1,,,0.5757363834167292,0.386467637135536,0.037795979447734857,,,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,1143.87,1238.48,6955.77658289994,1.918399945520968e-07,80.75041233408568,11494.644107205842,-91300.63079408523,0.1,0.2,0.2,0.2,,0.2,,,,0.1,,,,,,,,,,,,,1310.0495156450058,No Data,0,0,0,0,0,0,1,0,7.282316930202193,198.4,11.536,1784.832,1.9561600000000008,128.67600000000002,0.06237836529251532,76.60000000000002,156.6,2.044386422976501,7.300000000000002,1.7480673485460896,209.0,6.2092815083459785,1246.6799999999996,22.03,89.0,104.0,7.0
301,1198,181,Al1 Co1 Cu1 Fe1 Ni1,No Data,,,,,,C,25.0,1060.0,,19.1,,,,,,10.1016/j.jallcom.2019.07.100,2019,1198,Al1 Co1 Cu1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.8698042039893532,0.13019579601064685,,,,Al1 Co1 Cu1 Fe1 Ni1,1027.06,1339.58,7346.189373166634,1.449153713135095e-07,78.95703864552516,5056.817353204976,-95455.49284254856,0.2,0.2,0.2,0.2,,,,,,,0.2,,,,,,,,,,,,972.7352379957608,No Data,0,0,0,0,0,0,1,0,7.451114659837932,164.0,10.236,1519.5880000000002,1.6173760000000004,128.95600000000002,0.05599342884255937,61.40000000000001,149.2,2.429967426710097,8.200000000000001,1.6094379124341005,141.0,6.239398742616035,877.68,19.049999999999983,56.0,104.0,8.0
302,1200,181,Al1 Co1 Cu1 Fe1 Ni1 Ti1,No Data,,,,,,C,25.0,1612.0,,12.8,,,,,,10.1016/j.jallcom.2019.07.100,2019,1200,Al1 Co1 Cu1 Fe1 Ni1 Ti1,SS+IM,BCC_B2#2,C14_LAVES#1,FCC_L12#1,,,0.6827523607517662,0.1720266288252882,0.1452210104229457,,,Al1 Co1 Cu1 Fe1 Ni1 Ti1,1007.9,1217.37,6754.186880663108,4.145402416990128e-07,75.25107659564472,-4887.127715937985,-100681.7482221937,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,1189.1011127885195,No Data,0,0,0,0,0,0,1,0,6.959575499739629,155.99999999999997,10.363333333333333,1589.823333333333,2.724188888888889,131.82166666666666,0.06973716537451789,58.5,142.66666666666666,2.4387464387464384,7.499999999999999,1.7917594692280547,141.0,6.239398742616035,1007.68,22.03,56.0,104.0,8.0
303,1203,181,Al1 Co0.25 Cr1 Fe1 Ni1,No Data,,,,,,C,25.0,1363.0,,19.0,,,,,,10.1016/j.jallcom.2019.07.100,2019,1203,Al1 Co0.25 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.4004367560098733,0.5995632439901267,,,,Al1 Co0.25 Cr1 Fe1 Ni1,1354.96,1389.93,6731.659996289368,1.1273214114017376e-06,76.02209775568278,3251.986236246385,-93524.1442067378,0.2352941176470588,0.05882352941176471,0.2352941176470588,0.2352941176470588,,0.2352941176470588,,,,,,,,,,,,,,,,,1198.2063474354015,No Data,0,0,0,0,0,0,1,0,6.796011796992705,191.11764705882354,7.571764705882352,1669.251764705882,1.7353425605536337,128.9564705882353,0.0611837278897704,74.76470588235293,148.47058823529414,1.9858379228953584,6.882352941176472,1.5284657100610246,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
304,1204,181,Al1 Co0.5 Cr1 Fe1 Ni1,No Data,,,,,,C,25.0,1349.0,,20.0,,,,,,10.1016/j.jallcom.2019.07.100,2019,1204,Al1 Co0.5 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3526193467055368,0.6473806532944633,,,,Al1 Co0.5 Cr1 Fe1 Ni1,1352.8,1401.03,6872.5645816255965,6.9016755528608e-07,76.51264817397198,3529.5996048243605,-93871.00152064198,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,,0.2222222222222222,,,,,,,,,,,,,,,,,1179.875184652936,No Data,0,0,0,0,0,0,1,0,6.909320153764807,192.11111111111111,8.706666666666667,1674.7377777777774,1.6909111111111117,128.74222222222218,0.059952788316615636,74.77777777777777,150.22222222222226,2.008915304606241,7.0,1.5810937501718234,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
305,1205,181,Al1 Co0.75 Cr1 Fe1 Ni1,No Data,,,,,,C,25.0,1331.0,,20.0,,,,,,10.1016/j.jallcom.2019.07.100,2019,1205,Al1 Co0.75 Cr1 Fe1 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3087217383712945,0.6912782616287054,,,,Al1 Co0.75 Cr1 Fe1 Ni1,1349.64,1405.69,6974.712826558022,4.647709060136296e-07,77.12598001200702,4401.1299228487105,-93780.24263243623,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.21052631578947367,,0.21052631578947367,,,,,,,,,,,,,,,,,1161.2491272857947,No Data,0,0,0,0,0,0,1,0,7.010701315087213,193.0,9.722105263157893,1679.6463157894736,1.6459734072022159,128.55052631578943,0.05878223510544745,74.78947368421052,151.78947368421052,2.0295566502463056,7.105263157894736,1.6035681031705151,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
306,1207,181,Co1 Cr1 Fe1 Mn1,No Data,,,,,,C,25.0,338.0,,4.3,,,,,,10.1016/j.jallcom.2019.07.100,2019,1207,Co1 Cr1 Fe1 Mn1,SS+IM,BCC_B2#1,FCC_L12#1,SIGMA#1,,,0.20322236358954235,0.10933949071998326,0.6874381456904745,,,Co1 Cr1 Fe1 Mn1,1289.91,1343.08,7572.261858251588,0.0,85.45242263347241,31009.935109960767,-77770.99890244959,,0.25,0.25,,,0.25,0.25,,,,,,,,,,,,,,,,541.4473018306816,No Data,0,0,0,0,0,0,1,0,7.844672529042544,224.25,9.795,1819.5,0.065875,127.2825,0.03512525100303537,68.0,157.5,2.3161764705882355,7.5,1.3862943611198906,81.0,1.6438609740772767,661.0,10.879999999999995,115.0,60.0,3.0
307,1217,183,Hf1 Nb1 Ta1 Ti1 W1 Zr1,No Data,CAST,29.4,,,,C,25.0,1550.0,,26.3,,,,,,10.1016/j.jallcom.2019.06.138,2019,1217,Hf1 Nb1 Ta1 Ti1 W1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.5302627676128749,0.46973723238712495,,,,Hf1 Nb1 Ta1 Ti1 W1 Zr1,1788.44,2274.42,11011.829283032874,0.0,90.79914737313032,29550.31928030871,-86036.99532568619,,,,,,,,0.16666666666666666,,0.16666666666666666,,,,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,980.247982338732,No Data,0,0,0,0,0,0,1,0,11.493097428557538,160.66666666666666,2397.4999999999995,2718.2833333333333,2.6392472222222207,147.79166666666666,0.057079715103980966,62.5,164.83333333333334,2.6373333333333333,4.666666666666666,1.7917594692280547,343.0,14.912059054711753,1754.0,23.550000000000008,131.0,221.0,2.0
308,1218,183,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,No Data,CAST,31.7,,,,C,25.0,1637.0,,15.5,,,,,,10.1016/j.jallcom.2019.06.138,2019,1218,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C15_LAVES#1,,,0.3152025691072136,0.6004025512173344,0.0843948796754519,,,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,1830.75,2339.22,11444.296113518465,0.0,89.74130137354813,25897.766660224894,-88342.90998830185,,,,,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,0.14285714285714285,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,1027.7752632996235,No Data,0,0,0,0,0,0,1,0,11.312389937240605,184.7142857142857,2070.714285714286,2743.671428571428,2.8343918367346923,146.14428571428573,0.06015274899413321,56.42857142857142,174.14285714285714,3.0860759493670886,4.857142857142857,1.9459101490553132,343.0,14.912059054711753,1754.0,23.99000000000001,141.0,221.0,2.0
318,1299,192,Nb1 Ta1 Ti1,BCC,WROUGHT,,,,,C,20.0,573.0,,,,,100.0,5,,10.1016/j.actamat.2019.06.006,2019,1299,Nb1 Ta1 Ti1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Ta1 Ti1,2171.37,2359.79,9734.82619165181,0.0,86.46847759442842,31775.54405441593,-78298.82792329145,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,88.3264213260068,BCC,1,0,0,0,0,0,0,0,9.919240154716162,135.66666666666666,197.0,2660.333333333333,0.008955555555555491,144.01666666666662,0.01047827885144325,50.33333333333333,159.99999999999997,3.178807947019868,4.666666666666666,1.0986122886681096,81.0,12.175346107203493,1349.0,3.25,31.0,90.0,1.0
319,1307,192,Al1 Nb1 Ta1 Ti1,BCC,CAST,,,,,C,20.0,1152.0,,,,,180.0,5,,10.1016/j.actamat.2019.06.006,2019,1307,Al1 Nb1 Ta1 Ti1,SS+IM,BCC_B2#1,SIGMA#1,,,,0.268333985790885,0.7316660142091149,,,,Al1 Nb1 Ta1 Ti1,1929.26,2090.65,8349.446523119075,1.8453096541021183e-06,78.33983997187936,3688.194820585382,-96038.42146361704,0.25,,,,,,,0.25,,0.25,,,,,,,0.25,,,,,,67.54055665088677,BCC,1,0,0,0,0,0,0,0,8.113968616037122,119.25,148.25,2228.58,0.11884999999999997,143.805,0.009438633791875144,44.25,139.0,3.1412429378531077,4.25,1.3862943611198906,116.0,13.979071806451614,2356.68,3.25,43.0,124.0,2.0
320,1310,192,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,,,,,C,20.0,1210.0,,,,,80.0,5,,10.1016/j.actamat.2019.06.006,2019,1310,Mo1 Nb1 Ta1 Ti1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ta1 Ti1,2602.01,2615.31,9933.637479076937,0.0,85.60098894529278,22349.8302157967,-86620.22871156101,,,,,,,,0.25,0.25,0.25,,,,,,,0.25,,,,,,259.267979324424,BCC,1,0,0,0,0,0,0,0,9.996466363371876,184.0,175.25,2719.25,0.3707249999999996,142.0775,0.02536663531071852,42.75,177.5,4.152046783625732,5.0,1.3862943611198906,224.0,12.175346107203493,1349.0,9.890000000000015,49.0,120.0,2.0
321,1319,192,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,,,,,C,20.0,1054.0,,,,,90.0,5,,10.1016/j.actamat.2019.06.006,2019,1319,Nb1 Ta1 Ti1 W1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Ta1 Ti1 W1,2364.43,2647.92,11914.789620825892,0.0,85.57471340598964,25515.934887723906,-83420.67527810091,,,,,,,,0.25,,0.25,,,,,,,0.25,,0.25,,,,365.51388598798314,BCC,1,0,0,0,0,0,0,0,12.29291480452709,204.5,153.75,2919.0,0.3252187499999997,142.1875,0.02410314750398973,78.0,197.5,2.5320512820512815,5.0,1.3862943611198906,306.0,14.912059054711753,1754.0,9.450000000000015,123.0,200.0,2.0
322,1327,192,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,,,,,C,20.0,860.0,,,,,160.0,5,,10.1016/j.actamat.2019.06.006,2019,1327,Hf1 Nb1 Ta1 Ti1,SS,BCC_B2#1,,,,,1.0,,,,,Hf1 Nb1 Ta1 Ti1,1992.07,2221.65,10691.962337164972,0.0,92.59645219538851,36030.49725077704,-81844.7863939525,,,,,,,,0.25,,0.25,,,,,,,0.25,0.25,,,,,519.3688480933557,BCC,1,0,0,0,0,0,0,0,10.759556604132358,121.25,3197.75,2621.75,1.3400499999999993,147.45,0.041292752983381295,45.25,147.5,3.2596685082872927,4.5,1.3862943611198906,108.0,12.175346107203493,1349.0,14.849999999999996,39.0,90.0,1.0
323,1331,192,Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,,,C,20.0,1630.0,,,,,260.0,5,,10.1016/j.actamat.2019.06.006,2019,1331,Cr1 Mo1 Nb1 Ti1,SS+IM,BCC_B2#1,C14_LAVES#1,,,,0.7495377733096803,0.2504622266903198,,,,Cr1 Mo1 Nb1 Ti1,1733.14,2220.4,7894.626708506746,0.0,79.8900151145189,26267.648300856694,-75432.34093992588,,,,,,0.25,,0.25,0.25,0.25,,,,,,,,,,,,,884.3664563350737,BCC,1,0,0,0,0,0,0,0,7.625085222962292,207.25,77.5,2441.75,2.05855,137.55499999999998,0.05906209241746833,54.25,167.5,3.087557603686636,5.25,1.3862943611198906,224.0,5.726265290090899,955.0,21.240000000000013,95.0,120.0,2.0
