,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
324,1336,192,Cr1 Mo1 Ta1 Ti1,No Data,ANNEAL,,,,,C,20.0,1795.0,,,,,200.0,5,,10.1016/j.actamat.2019.06.006,2019,1336,Cr1 Mo1 Ta1 Ti1,SS+IM,BCC_B2#1,C15_LAVES#1,,,,0.7295941185074353,0.2704058814925647,,,,Cr1 Mo1 Ta1 Ti1,1813.82,2284.97,10344.613109524103,0.0,79.81700533198715,24649.17408352291,-76957.87370409675,,,,,,0.25,,,0.25,0.25,,,,,,,0.25,,,,,,975.9077914044301,No Data,0,0,0,0,0,0,1,0,9.649737934963008,227.5,132.5,2576.75,2.071725,137.57999999999998,0.05917162572347082,62.0,175.0,2.8225806451612905,5.25,1.3862943611198906,213.0,12.175346107203493,1349.0,21.240000000000013,95.0,120.0,2.0
330,1361,195,Co0.476 Cr0.476 Fe0.476 Nb0.095 Ni1,No Data,CAST,,,,,T,25.0,170.0,537.0,32.0,,,,,,10.1016/j.matlet.2019.04.012,2019,1361,Co0.476 Cr0.476 Fe0.476 Nb0.095 Ni1,SS+IM,FCC_L12#1,NI3TA_D0A#1,,,,0.9651435465521307,0.03485645344786919,,,,Co0.476 Cr0.476 Fe0.476 Nb0.095 Ni1,1286.41,1392.72,7964.463888942422,0.0,85.8227523816822,30868.0839553512,-78384.27982653027,,0.1886642885453825,0.1886642885453825,0.39635354736424894,,0.1886642885453825,,0.03765358699960365,,,,,,,,,,,,,,,520.3294611633221,No Data,0,0,0,0,0,0,1,0,8.363365398686522,215.10067380103055,19.341133571145466,1874.9639318271907,0.6506106300984571,125.34735632183909,0.027819729960686376,82.8703923900119,173.9635354736425,2.099224227814924,8.491082045184305,1.434238320608297,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
331,1362,195,Co0.476 Cr0.476 Fe0.476 Nb0.19 Ni1,No Data,CAST,,,,,T,25.0,640.0,840.0,7.0,,,,,,10.1016/j.matlet.2019.04.012,2019,1362,Co0.476 Cr0.476 Fe0.476 Nb0.19 Ni1,SS+IM,C14_LAVES#1,FCC_L12#1,NI3TA_D0A#1,,,0.09898155346207524,0.8103359311828835,0.09068251535504113,,,Co0.476 Cr0.476 Fe0.476 Nb0.19 Ni1,1249.22,1337.35,8054.049600071845,0.0,84.58145278335131,27816.65368046439,-79855.53571274184,,0.18181818181818185,0.18181818181818185,0.3819709702062644,,0.18181818181818185,,0.07257448433919023,,,,,,,,,,,,,,,759.1514139919327,No Data,0,0,0,0,0,0,1,0,8.371176211588512,211.1054239877769,25.171000763941947,1906.7165775401072,1.145399706445534,125.98429335370513,0.03764504675932378,81.24216959511077,173.8197097020626,2.139525699133019,8.364400305576776,1.487848701040091,174.0,1.7157342635327018,1022.0,18.78,77.0,20.0,5.0
332,1370,198,Cr1 Mo1 Nb1 Ti1 W1,No Data,POWDER,,,,,C,25.0,2500.0,,10.0,,,,,,10.1007/s11837-019-03432-9,,1370,Cr1 Mo1 Nb1 Ti1 W1,SS+IM,BCC_B2#1,C14_LAVES#1,,,,0.8298288106371599,0.17017118936284018,,,,Cr1 Mo1 Nb1 Ti1 W1,1966.06,2402.57,10171.42348370942,0.0,81.48106621761269,26501.9710119164,-77223.42628310456,,,,,,0.2,,0.2,0.2,0.2,,,,,,,,,0.2,,,,996.973124349379,No Data,0,0,0,0,0,0,1,0,9.982855929161811,248.0,66.8,2692.4,1.6472399999999998,137.384,0.052951042614121584,75.60000000000002,196.0,2.592592592592592,5.4,1.6094379124341005,306.0,14.912059054711753,1754.0,21.240000000000013,141.0,200.0,2.0
333,1387,202,Co0.25 Cr0.25 Fe1 Mn1,FCC,CAST,,,,,T,25.0,213.0,471.0,55.7,,,,,,10.1016/j.msea.2019.138039,msea,1387,Co0.25 Cr0.25 Fe1 Mn1,SS+IM,FCC_L12#1,SIGMA#1,,,,0.1996507736370959,0.8003492263629041,,,,Co0.25 Cr0.25 Fe1 Mn1,1292.97,1350.51,7546.847800529566,0.0,85.88084496114831,30958.791031305933,-78367.52460423588,,0.1,0.4,,,0.1,0.4,,,,,,,,,,,,,,,,532.0798064385623,FCC,0,0,0,1,0,0,0,0,7.743297007356922,212.40000000000003,4.572,1726.8000000000004,0.04086399999999997,128.649,0.04038743416444135,51.8,150.0,2.8957528957528957,7.5,1.1935496040981333,81.0,1.6438609740772767,661.0,10.879999999999995,115.0,60.0,3.0
334,1394,203,C0.041 Co1 Cr1 Fe1 Mn1 Nb0.041 Ni1,No Data,WROUGHT,,,,,T,25.0,732.0,911.0,,32.0,,,,,10.1016/j.jallcom.2019.04.121,2019,1394,C0.041 Co1 Cr1 Fe1 Mn1 Nb0.041 Ni1,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.013667464846470554,0.9863325351535296,,,,C0.041 Co1 Cr1 Fe1 Mn1 Nb0.041 Ni1,1250.66,1300.07,7409.447599484548,0.0,89.3965584583678,31739.219667663296,-82062.5992498389,,0.19677292404565128,0.19677292404565128,0.19677292404565128,,0.19677292404565128,0.19677292404565128,0.008067689885871705,,,,0.008067689885871705,,,,,,,,,,,689.8122310530573,No Data,0,0,0,0,0,0,1,0,8.014746116506993,216.707005116096,12.11019283746556,1832.5800865800861,0.23253771479495425,126.47544273907907,0.04914281042010177,68.78354978354976,161.02380952380952,2.3410220907546107,7.943526170798898,1.6772442440886024,279.0,6.636925111370555,3223.0,65.60000000000001,115.0,147.0,6.0
335,1395,204,Al0.5 Nb1 Ta0.5 Ti1 Zr1,No Data,WROUGHT,,,,,C,25.0,1500.0,,6.0,,,,,,10.1016/j.matlet.2019.03.075,2019,1395,Al0.5 Nb1 Ta0.5 Ti1 Zr1,SS+IM,AL3ZR5#1,BCC_B2#1,,,,0.17067564530451626,0.8293243546954837,,,,Al0.5 Nb1 Ta0.5 Ti1 Zr1,1581.55,1910.88,7229.096509132577,2.473558598153134e-07,86.44941966969549,18680.459832803208,-91369.65140671912,0.125,,,,,,,0.25,,0.25,,,,0.25,,,0.125,,,,,,568.2907544325222,No Data,0,0,0,0,0,0,1,0,7.318650990444648,104.25,490.5,2232.59,2.218335937499999,148.09625,0.048176884531396215,40.625,126.75,3.12,4.25,1.5595811562598771,118.0,13.979071806451614,2356.68,17.349999999999994,43.0,124.0,2.0
338,1468,208,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,FCC,CAST,,,,,T,25.0,280.0,556.0,48.0,48.2,,,,,10.1016/j.msea.2019.05.056,2019,1468,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,SS,FCC_L12#1,,,,,1.0,,,,,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,1299.06,1461.23,6863.189886203575,4.237512236617447e-07,88.24592234456458,28336.156371529647,-84000.90277310103,0.05005250262513125,,0.3500175008750437,0.19985999299965,,0.12005600280014,0.28001400070003496,,,,,,,,,,,,,,,,701.1293597858697,FCC,0,0,0,1,0,0,0,0,7.62871904517921,206.26776338816936,4.6016800840042,1713.018116905845,0.4767812760851554,128.3088309415471,0.045366700404814025,58.9985999299965,152.092404620231,2.5778985399771,7.629331466573326,1.4500607500308622,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
339,1469,208,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,FCC,WROUGHT,,,,,T,25.0,320.0,625.0,42.2,42.45,,,,,10.1016/j.msea.2019.05.056,2019,1469,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,SIGMA#1,,0.006005794202278893,0.23092635838241896,0.7030654386837459,0.060002408731556135,,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,1352.46,1549.7,6741.909984952857,7.748565067862351e-07,85.36898179657263,21425.342006518415,-87249.37182051853,0.1001050052502625,,0.3500175008750437,0.19985999299965,,0.12005600280014,0.2299614980749037,,,,,,,,,,,,,,,,823.4892620130197,FCC,0,0,0,1,0,0,0,0,7.389648080283346,199.86104305215255,4.6016800840042,1683.7033671683582,0.8437529457396917,128.7177598879944,0.050664893071474086,60.299964998249905,149.89009450472525,2.485740986899005,7.429121456072803,1.5121377910608385,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
340,1475,210,Co1 Cr1 Fe1 Mo0.15 Ni1,FCC,CAST,,,,,T,25.0,489.0,895.0,,53.6,,,,,10.1016/j.msea.2019.05.078,2019,1475,Co1 Cr1 Fe1 Mo0.15 Ni1,SS+IM,FCC_L12#1,SIGMA#1,,,,0.8262645248248722,0.1737354751751278,,,,Co1 Cr1 Fe1 Mo0.15 Ni1,1415.06,1420.81,7898.703506184405,0.0,86.34593322179909,33613.587550276214,-76304.78544107401,,0.2409638554216867,0.2409638554216867,0.2409638554216867,,0.2409638554216867,,,0.03614457831325301,,,,,,,,,,,,,,266.979029284243,FCC,0,0,0,1,0,0,0,0,8.276093867418737,228.5180722891566,16.308433734939758,1908.7710843373493,0.28595267818261016,125.09855421686748,0.017521414128038353,84.57831325301204,174.57831325301206,2.064102564102564,8.16867469879518,1.491678936105952,129.0,3.03644374452574,1168.0,12.139999999999983,95.0,70.0,4.0
352,1505,103,Al1 Cu0.077 Fe0.077 Mg0.077 Si0.231 Zn0.077,FCC,CAST,,,3.08,,C,25.0,422.0,,1.0,,88.7,,,,10.1038/s41598-019-43329-w,,1505,Co1 Cr0.2 Fe1 Ni1 Si0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.5857845313459,FCC,0,0,0,1,0,0,0,0,3.3879725527124913,77.25471085120208,2.209135802469136,1099.0230994152046,2.282963086837736,137.92709551656918,0.08397681152949613,26.400259909031845,85.65627030539312,3.244523750922963,4.200779727095517,1.164199478839785,166.0,7.2014813140446075,1118.47,44.83,82.0,125.0,10.0
353,1506,103,Al1 Cu0.077 Mg0.077 Ni0.077 Si0.231 Zn0.077,FCC,CAST,,,3.15,,C,25.0,534.0,,1.0,,107.8,,,,10.1038/s41598-019-43329-w,,1506,Co1 Cr0.2 Fe1 Ni1 Si0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.1657217921868,FCC,0,0,0,1,0,0,0,0,3.4395343683614086,76.70435347628329,2.9005847953216377,1094.8704028589991,2.4493014431368776,137.95061078622481,0.08376234547314723,26.10006497725797,86.15659519168292,3.301010754829715,4.3008447043534765,1.164199478839785,155.0,7.2014813140446075,1035.47,44.83,76.0,135.0,10.0
354,1507,103,Al1 Cr0.077 Cu0.077 Mg0.077 Si0.231 Zn0.077,FCC,CAST,,,3.06,,C,25.0,490.0,,6.0,,78.4,,,,10.1038/s41598-019-43329-w,,1507,Co1 Cr0.2 Fe1 Ni1 Si0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.9274461307143,FCC,0,0,0,1,0,0,0,0,3.3536919133308576,80.65692007797271,2.6504223521767383,1117.4850877192982,2.240646966862444,137.9666211825861,0.08361986829040119,28.051332033788174,85.15594541910332,3.035718422088902,4.1007147498375565,1.164199478839785,234.0,7.2014813140446075,1487.47,44.83,115.0,115.0,10.0
355,1508,103,Al1 Cu0.077 Mg0.077 Mn0.077 Si0.231 Zn0.077,FCC,CAST,,,2.98,,C,25.0,622.0,,2.0,,114.1,,,,10.1038/s41598-019-43329-w,,1508,Co1 Cr0.2 Fe1 Ni1 Si0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.3961404568321,FCC,0,0,0,1,0,0,0,0,3.3678439318690843,76.60428849902534,2.3001949317738792,1084.4136127355425,2.205858919131391,138.47144899285252,0.08066123953958243,22.297595841455497,83.15464587394412,3.7293099428837855,4.150747238466537,1.164199478839785,153.0,7.2014813140446075,994.47,44.83,48.0,95.0,10.0
356,1509,103,Al1 Cu0.077 Mg0.077 Si0.231 Zn0.077 Zr0.077,No Data,CAST,,,3.06,,C,25.0,565.0,,4.0,,105.1,,,,10.1038/s41598-019-43329-w,,1509,Co1 Cr0.2 Fe1 Ni1 Si0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.2064215809539,No Data,0,0,0,0,0,0,1,0,3.3194055572654153,70.10006497725797,80.7511371020143,1114.8683885640028,2.424789216815051,139.73476933073422,0.0865555135379229,23.948667966211833,81.60363872644575,3.4074395637192385,4.000649772579599,1.164199478839785,85.0,7.2014813140446075,1435.1699999999996,44.95,48.0,95.0,10.0
357,1510,104,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,CAST,,,,,T,25.0,400.0,780.0,53.0,,,,,,10.3390/e21050448,,1510,Co1 Cr1 Fe1 Mo0.2 Ni1,SS+IM,FCC_L12#1,SIGMA#1,,,,0.7745456827029975,0.2254543172970024,,,,Co1 Cr1 Fe1 Mo0.2 Ni1,1413.83,1465.04,7943.486089781555,0.0,86.07504360120208,33118.45055870581,-76455.07994562447,,0.2380952380952381,0.2380952380952381,0.2380952380952381,,0.2380952380952381,,,0.047619047619047616,,,,,,,,,,,,,,314.900446161841,FCC,0,0,0,1,0,0,0,0,8.29933257125112,229.7142857142857,17.42380952380952,1920.5238095238092,0.35003174603174625,125.23142857142857,0.01990331671123769,83.8095238095238,175.23809523809524,2.0909090909090917,8.142857142857142,1.5117244258814226,129.0,3.03644374452574,1168.0,12.139999999999983,95.0,70.0,4.0
358,1521,105,Al0.569 Ca0.143 Li0.857 Mg1 Si0.286 Y0.003,No Data,CAST,,,1.7,,C,25.0,556.0,,3.0,,,,,,10.3390/ma12071136,,1521,Co1 Cr1 Fe1 Mo0.2 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.8209514113623,No Data,0,0,0,0,0,0,1,0,1.6187560426686995,36.92207837648704,92.68019594121763,871.2458292512243,10.887649079181076,151.70726382085374,0.10994831806302216,12.781525542337295,45.075227431770465,3.526592133502694,2.400279916025192,1.4373329851077392,65.1,3.939024848012808,1341.5,82.3,26.0,89.0,2.0
359,1522,105,Al0.429 Ca0.286 Li1 Mg1 Si0.143,No Data,CAST,,,1.57,,C,25.0,418.0,,13.0,,,,,,10.3390/ma12071136,,1522,Co1 Cr1 Fe1 Mo0.2 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.957323327601,No Data,0,0,0,0,0,0,1,0,1.4685854991057847,32.320153953813865,115.93561931420577,817.7135339398181,17.78787703699387,156.22513296011195,0.10946549510690214,12.061021693491956,37.70678796361092,3.1263344782770144,2.2501749475157458,1.3997331960664263,65.1,2.1650510814132105,1233.5,82.3,26.0,89.0,2.0
360,1523,105,Al0.312 Ca0.021 Li0.792 Mg1 Si0.021,No Data,CAST,,,1.52,,C,25.0,360.0,,9.0,,,,,,10.3390/ma12071136,,1523,Co1 Cr1 Fe1 Mo0.2 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6761862101309,No Data,0,0,0,0,0,0,1,0,1.4357610803515135,33.610344827586204,103.31127679403542,760.5824044734388,3.4636052597476485,154.56962721342032,0.05376451977961436,13.324231127679406,37.22320596458528,2.7936475739495976,2.164958061509786,1.0946158913732604,65.1,2.1650510814132105,1233.5,82.3,26.0,89.0,2.0
361,1524,105,Al0.333 Ca0.011 Li0.844 Mg1 Si0.033,No Data,CAST,,,1.5,,C,25.0,342.0,,44.0,,,,,,10.3390/ma12071136,,1524,Co1 Cr1 Fe1 Mo0.2 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.4479888390032,No Data,0,0,0,0,0,0,1,0,1.4309652973532088,33.41584871679425,105.27330031517334,758.4356416028818,2.672347659452231,153.99435839711845,0.05346397367766929,13.185141828005404,37.40612336785233,2.8369905956112853,2.1796488068437645,1.1002967810696689,65.1,2.1650510814132105,1233.5,82.3,26.0,89.0,2.0
362,1525,105,Al0.333 Ca0.011 Li0.867 Mg1 Si0.011,No Data,CAST,,,1.46,,C,25.0,300.0,,63.0,,,,,,10.3390/ma12071136,,1525,Co1 Cr1 Fe1 Mo0.2 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.13905913306706,No Data,0,0,0,0,0,0,1,0,1.4127818986428715,32.986183618361835,108.00090009000894,746.0855355535552,2.661180799160024,154.35620612061206,0.04709431472402344,13.222682268226821,36.5130513051305,2.7613951968632584,2.15976597659766,1.063539560201412,65.1,2.1650510814132105,1233.5,82.3,26.0,89.0,2.0
376,1542,111,Co0.2 Cu0.2 Fe0.2 Nb1 Ni0.2,No Data,WROUGHT,,,,,C,25.0,1498.0,,37.6,,,,,,10.1557/jmr.2019.36,2019,1542,Co0.2 Cu0.2 Fe0.2 Nb1 Ni0.2,SS+IM,BCC_B2#1,FCC_L12#1,MU_PHASE#1,,,0.21183671781808885,0.08850917289367964,0.6996541092882315,,,Co0.2 Cu0.2 Fe0.2 Nb1 Ni0.2,1094.59,3251.74,8402.12687548761,0.0,76.07972984133949,13607.323109538835,-83242.17297848634,,0.11111111111111112,0.11111111111111112,0.11111111111111112,,,,0.5555555555555556,,,0.11111111111111112,,,,,,,,,,,,999.8553568804157,No Data,0,0,0,0,0,0,1,0,8.605610454603715,141.66666666666669,105.46444444444445,2268.291111111111,3.9067061728395065,135.12333333333336,0.06472948229227035,52.33333333333333,168.88888888888889,3.2271762208067942,7.0,1.303092403761719,106.0,1.0606839132789396,1392.38,18.78,44.0,40.0,6.0
377,1543,111,Co0.133 Cu0.133 Fe0.133 Nb1 Ni0.133,No Data,WROUGHT,,,,,C,25.0,1635.0,,31.7,,,,,,10.1557/jmr.2019.36,2019,1543,Co0.133 Cu0.133 Fe0.133 Nb1 Ni0.133,SS+IM,BCC_B2#1,FCC_L12#1,MU_PHASE#1,,,0.4195833886930318,0.06482784608823718,0.5155887652187311,,,Co0.133 Cu0.133 Fe0.133 Nb1 Ni0.133,1094.59,3401.79,8395.441404261925,0.0,76.06444396553391,16658.01511143416,-80172.0220566905,,0.08681462140992167,0.08681462140992167,0.08681462140992167,,,,0.6527415143603134,,,0.08681462140992167,,,,,,,,,,,,865.9607233060724,No Data,0,0,0,0,0,0,1,0,8.599707392454947,133.64882506527417,121.76301566579636,2373.6256266318537,3.5830030586819737,136.8238446475196,0.06119451140183527,49.199086161879904,169.13185378590083,3.4377031563026548,6.5626631853785895,1.1271354761516397,106.0,1.0606839132789396,1392.38,18.78,44.0,40.0,6.0
378,1544,111,Co0.086 Cu0.086 Fe0.086 Nb1 Ni0.086,No Data,WROUGHT,,,,,C,25.0,1703.0,,18.3,,,,,,10.1557/jmr.2019.36,2019,1544,Co0.086 Cu0.086 Fe0.086 Nb1 Ni0.086,SS+IM,BCC_B2#1,FCC_L12#1,MU_PHASE#1,,,0.5997337271728801,0.044285065402289714,0.3559812074248301,,,Co0.086 Cu0.086 Fe0.086 Nb1 Ni0.086,1094.58,2920.33,8389.655515814904,0.0,76.04951240689225,19523.585237397958,-77287.44405657589,,0.06398809523809522,0.06398809523809522,0.06398809523809522,,,,0.744047619047619,,,0.06398809523809522,,,,,,,,,,,,709.5532839608853,No Data,0,0,0,0,0,0,1,0,8.594161471859422,126.11607142857142,137.07550595238095,2472.5872916666667,3.0083145611890583,138.42147321428573,0.055409568954499736,46.254464285714285,169.36011904761904,3.661486986455619,6.1517857142857135,0.9236058567279284,106.0,1.0606839132789396,1392.38,18.78,44.0,40.0,6.0
379,1545,111,Co0.067 Cu0.067 Fe0.067 Nb1 Ni0.067,No Data,WROUGHT,,,,,C,25.0,1415.0,,12.6,,,,,,10.1557/jmr.2019.36,2019,1545,Co0.067 Cu0.067 Fe0.067 Nb1 Ni0.067,SS+IM,BCC_B2#1,FCC_L12#1,MU_PHASE#1,,,0.682895912185186,0.034796667992344266,0.2823074198224698,,,Co0.067 Cu0.067 Fe0.067 Nb1 Ni0.067,1094.58,2390.86,8386.992883420444,0.0,76.04179462827898,20922.78211275105,-75878.42244904807,,0.052839116719242914,0.052839116719242914,0.052839116719242914,,,,0.7886435331230284,,,0.052839116719242914,,,,,,,,,,,,622.9501316157066,No Data,0,0,0,0,0,0,1,0,8.591452721998786,122.43690851735016,144.55446372239746,2520.9223501577285,2.6323428004557714,139.2017902208202,0.05153506171700774,44.81624605678233,169.4716088328076,3.781477114751791,5.951104100946371,0.8087506294932942,106.0,1.0606839132789396,1392.38,18.78,44.0,40.0,6.0
380,1550,113,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,No Data,CAST,,,,,T,25.0,159.0,535.0,,40.8,,,,,10.1016/j.msea.2019.01.083,2019,1550,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,SS,FCC_L12#1,,,,,1.0,,,,,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,1369.64,1667.37,6538.5943833927295,1.406450188910053e-06,87.68884759314295,27117.1010315061,-84510.80195456489,0.07512116316639741,,0.4038772213247173,0.11308562197092085,,0.060177705977382874,0.3477382875605816,,,,,,,,,,,,,,,,686.8138654018225,No Data,0,0,0,0,0,0,1,0,7.423249267716249,198.73546042003238,3.043214862681745,1656.3475444264946,0.6210244788091691,129.43514135702745,0.04900714483322625,50.58602584814218,146.08077544426496,2.887769359126873,7.382471728594508,1.3435625509780198,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,115.0,104.0,7.0
389,1565,119,Co1 Cr1 Cu1 Fe1 Ni1 V0.042,No Data,CAST,,,,,C,25.0,303.0,,50.2,,,,,,10.1007/s11665-018-3837-1,,1565,Co1 Cr1 Cu1 Fe1 Ni1 V0.042,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.7919888216727594,0.2080111783272406,,,,Co1 Cr1 Cu1 Fe1 Ni1 V0.042,1116.66,1285.59,7862.133188269099,0.0,85.51971442111122,34377.009524901034,-74489.58693317356,,0.19833399444664812,0.19833399444664812,0.19833399444664812,,0.19833399444664812,,,,,0.19833399444664812,,0.008330027766759224,,,,,,,,,,127.66430520387071,No Data,0,0,0,0,0,0,1,0,8.331272739900808,205.15192383974616,13.37167790559302,1772.3732645775488,0.08140194362594205,125.35644585481951,0.0112285614919867,78.93177310591038,165.95001983339947,2.1024489036972263,8.768345894486318,1.6442097303423542,151.0,2.8147763003083432,825.3800000000001,7.479999999999991,68.0,40.0,6.0
390,1566,119,Co1 Cr1 Cu1 Fe1 Ni1 V0.087,No Data,CAST,,,,,C,25.0,307.0,,50.2,,,,,,10.1007/s11665-018-3837-1,,1566,Co1 Cr1 Cu1 Fe1 Ni1 V0.087,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.7945480824476313,0.2054519175523688,,,,Co1 Cr1 Cu1 Fe1 Ni1 V0.087,1115.59,1282.45,7840.456041232146,0.0,85.60812109952579,34043.9671796428,-74935.17098005356,,0.19657951641438964,0.19657951641438964,0.19657951641438964,,0.19657951641438964,,,,,0.19657951641438964,,0.017102417928051897,,,,,,,,,,141.53923938517195,No Data,0,0,0,0,0,0,1,0,8.311736208862536,204.4694318851976,15.199528209160606,1776.0057008059762,0.09714991002439227,125.41167682327504,0.012107280002088845,78.64930214271673,165.89738549243168,2.109330673925052,8.735010811873403,1.6684497564929766,151.0,2.8147763003083432,825.3800000000001,7.479999999999991,68.0,40.0,6.0
391,1567,119,Co1 Cr1 Cu1 Fe1 Ni1 V0.136,No Data,CAST,,,,,C,25.0,330.0,,50.2,,,,,,10.1007/s11665-018-3837-1,,1567,Co1 Cr1 Cu1 Fe1 Ni1 V0.136,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.7972970232909159,0.202702976709084,,,,Co1 Cr1 Cu1 Fe1 Ni1 V0.136,1114.44,1278.59,7817.291048442976,0.0,85.66245356082702,33701.31584864315,-75346.98753428964,,0.19470404984423675,0.19470404984423675,0.19470404984423675,,0.19470404984423675,,,,,0.19470404984423675,,0.0264797507788162,,,,,,,,,,155.2163021426795,No Data,0,0,0,0,0,0,1,0,8.290852441619311,203.7398753894081,17.153426791277262,1779.8886292834893,0.11365879237390952,125.47071651090343,0.012962924711841664,78.34735202492212,165.8411214953271,2.116741883536452,8.699376947040497,1.6891043275795343,151.0,2.8147763003083432,825.3800000000001,7.479999999999991,68.0,40.0,6.0
392,1568,119,Co1 Cr1 Cu1 Fe1 Ni1 V0.19,No Data,CAST,,,,,C,25.0,616.0,,28.0,,,,,,10.1007/s11665-018-3837-1,,1568,Co1 Cr1 Cu1 Fe1 Ni1 V0.19,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.8002711623857695,0.19972883761423066,,,,Co1 Cr1 Cu1 Fe1 Ni1 V0.19,1113.23,1273.95,7792.277603127008,0.0,85.69281636456869,33346.29059901696,-75740.66463307898,,0.19267822736030826,0.19267822736030826,0.19267822736030826,,0.19267822736030826,,,,,0.19267822736030826,,0.036608863198458574,,,,,,,,,,168.86107446338067,No Data,0,0,0,0,0,0,1,0,8.268294425441503,202.95183044315982,19.263969171483623,1784.0828516377649,0.13111382122876,125.53448940269749,0.013808184159581429,78.02119460500963,165.7803468208092,2.1248116958486647,8.660886319845856,1.707531178737742,151.0,2.8147763003083432,825.3800000000001,7.479999999999991,68.0,40.0,6.0
395,1606,129,Hf1 Mo1 Nb1 Ta1 Zr1,BCC,CAST,,,,,C,25.0,1524.0,,16.0,,,,,,10.3390/e21010015,,1606,Hf1 Mo1 Nb1 Ta1 Zr1,SS+IM,BCC_B2#1,HCP_A3#1,,,,0.6593956602512668,0.3406043397487333,,,,Hf1 Mo1 Nb1 Ta1 Zr1,1911.97,2217.65,10781.863561350536,0.0,87.96882272301991,25353.03271959208,-86631.27860681228,,,,,,,,0.2,0.2,,,,,0.2,,,0.2,0.2,,,,,800.7713219338755,BCC,1,0,0,0,0,0,0,0,11.054182221495251,153.20000000000005,2892.0,2713.94,3.0543439999999986,148.032,0.0629336586735858,38.0,159.8,4.205263157894737,4.8,1.6094379124341005,261.0,10.170806405595693,1162.3000000000004,23.99000000000001,49.0,141.0,2.0
